Tanggal;Provinsi;Gejala Positif;Total
2021-04-26;KALIMANTAN TIMUR;Sakit kepala;2039
2021-04-27;KALIMANTAN TIMUR;Sakit kepala;2044
2021-04-30;KALIMANTAN TIMUR;Sakit kepala;2059
2021-05-01;KALIMANTAN TIMUR;Sakit kepala;2063
2021-05-02;KALIMANTAN TIMUR;Sakit kepala;2065
2021-05-04;KALIMANTAN TIMUR;Sakit kepala;2071
2021-05-06;KALIMANTAN TIMUR;Sakit kepala;2078
2021-05-08;KALIMANTAN TIMUR;Sakit kepala;2085
2021-05-10;KALIMANTAN TIMUR;Sakit kepala;2090
2021-05-13;KALIMANTAN TIMUR;Sakit kepala;2099
2021-05-14;KALIMANTAN TIMUR;Sakit kepala;2099
2021-05-16;KALIMANTAN TIMUR;Sakit kepala;2102
2021-05-19;KALIMANTAN TIMUR;Sakit kepala;2112
2021-05-25;KALIMANTAN TIMUR;Sakit kepala;2130
2021-05-26;KALIMANTAN TIMUR;Sakit kepala;2133
2021-05-29;KALIMANTAN TIMUR;Sakit kepala;2141
2021-05-31;KALIMANTAN TIMUR;Sakit kepala;2148
2021-06-02;KALIMANTAN TIMUR;Sakit kepala;2153
2021-06-10;KALIMANTAN TIMUR;Sakit kepala;2173
2021-06-12;KALIMANTAN TIMUR;Sakit kepala;2178
2021-06-13;KALIMANTAN TIMUR;Sakit kepala;2181
2021-03-24;KALIMANTAN UTARA;Sakit kepala;327
2021-03-28;KALIMANTAN UTARA;Sakit kepala;332
2021-04-07;KALIMANTAN UTARA;Sakit kepala;339
2021-04-12;KALIMANTAN UTARA;Sakit kepala;342
2021-04-15;KALIMANTAN UTARA;Sakit kepala;344
2021-04-16;KALIMANTAN UTARA;Sakit kepala;344
2021-04-17;KALIMANTAN UTARA;Sakit kepala;344
2021-04-18;KALIMANTAN UTARA;Sakit kepala;346
2021-04-19;KALIMANTAN UTARA;Sakit kepala;347
2021-04-20;KALIMANTAN UTARA;Sakit kepala;347
2021-04-21;KALIMANTAN UTARA;Sakit kepala;348
2021-04-22;KALIMANTAN UTARA;Sakit kepala;348
2021-04-23;KALIMANTAN UTARA;Sakit kepala;349
2021-04-24;KALIMANTAN UTARA;Sakit kepala;349
2021-04-25;KALIMANTAN UTARA;Sakit kepala;350
2021-04-26;KALIMANTAN UTARA;Sakit kepala;350
2021-04-27;KALIMANTAN UTARA;Sakit kepala;351
2021-04-30;KALIMANTAN UTARA;Sakit kepala;352
2021-05-01;KALIMANTAN UTARA;Sakit kepala;353
2021-05-02;KALIMANTAN UTARA;Sakit kepala;354
2021-05-04;KALIMANTAN UTARA;Sakit kepala;355
2021-05-06;KALIMANTAN UTARA;Sakit kepala;355
2021-05-08;KALIMANTAN UTARA;Sakit kepala;356
2021-05-10;KALIMANTAN UTARA;Sakit kepala;356
2021-05-13;KALIMANTAN UTARA;Sakit kepala;356
2021-05-14;KALIMANTAN UTARA;Sakit kepala;357
2021-05-16;KALIMANTAN UTARA;Sakit kepala;357
2021-05-19;KALIMANTAN UTARA;Sakit kepala;358
2021-05-25;KALIMANTAN UTARA;Sakit kepala;365
2021-05-26;KALIMANTAN UTARA;Sakit kepala;365
2021-05-29;KALIMANTAN UTARA;Sakit kepala;367
2021-05-31;KALIMANTAN UTARA;Sakit kepala;368
2021-06-02;KALIMANTAN UTARA;Sakit kepala;369
2021-06-10;KALIMANTAN UTARA;Sakit kepala;373
2021-06-12;KALIMANTAN UTARA;Sakit kepala;373
2021-06-13;KALIMANTAN UTARA;Sakit kepala;374
2021-03-24;KEPULAUAN BANGKA BELITUNG;Sakit kepala;265
2021-03-28;KEPULAUAN BANGKA BELITUNG;Sakit kepala;274
2021-04-07;KEPULAUAN BANGKA BELITUNG;Sakit kepala;297
2021-04-12;KEPULAUAN BANGKA BELITUNG;Sakit kepala;311
2021-04-15;KEPULAUAN BANGKA BELITUNG;Sakit kepala;325
2021-04-16;KEPULAUAN BANGKA BELITUNG;Sakit kepala;329
2021-04-17;KEPULAUAN BANGKA BELITUNG;Sakit kepala;332
2021-04-18;KEPULAUAN BANGKA BELITUNG;Sakit kepala;335
2021-04-19;KEPULAUAN BANGKA BELITUNG;Sakit kepala;338
2021-04-20;KEPULAUAN BANGKA BELITUNG;Sakit kepala;342
2021-04-21;KEPULAUAN BANGKA BELITUNG;Sakit kepala;347
2021-04-22;KEPULAUAN BANGKA BELITUNG;Sakit kepala;351
2021-04-23;KEPULAUAN BANGKA BELITUNG;Sakit kepala;361
2021-04-24;KEPULAUAN BANGKA BELITUNG;Sakit kepala;366
2021-04-25;KEPULAUAN BANGKA BELITUNG;Sakit kepala;374
2021-04-26;KEPULAUAN BANGKA BELITUNG;Sakit kepala;380
2021-04-27;KEPULAUAN BANGKA BELITUNG;Sakit kepala;385
2021-04-30;KEPULAUAN BANGKA BELITUNG;Sakit kepala;403
2021-05-01;KEPULAUAN BANGKA BELITUNG;Sakit kepala;409
2021-05-02;KEPULAUAN BANGKA BELITUNG;Sakit kepala;412
2021-05-04;KEPULAUAN BANGKA BELITUNG;Sakit kepala;420
2021-05-06;KEPULAUAN BANGKA BELITUNG;Sakit kepala;428
2021-05-08;KEPULAUAN BANGKA BELITUNG;Sakit kepala;442
2021-05-10;KEPULAUAN BANGKA BELITUNG;Sakit kepala;451
2021-05-13;KEPULAUAN BANGKA BELITUNG;Sakit kepala;464
2021-05-14;KEPULAUAN BANGKA BELITUNG;Sakit kepala;466
2021-05-16;KEPULAUAN BANGKA BELITUNG;Sakit kepala;469
2021-05-19;KEPULAUAN BANGKA BELITUNG;Sakit kepala;482
2021-05-25;KEPULAUAN BANGKA BELITUNG;Sakit kepala;515
2021-05-26;KEPULAUAN BANGKA BELITUNG;Sakit kepala;523
2021-05-29;KEPULAUAN BANGKA BELITUNG;Sakit kepala;538
2021-05-31;KEPULAUAN BANGKA BELITUNG;Sakit kepala;549
2021-06-02;KEPULAUAN BANGKA BELITUNG;Sakit kepala;555
2021-06-10;KEPULAUAN BANGKA BELITUNG;Sakit kepala;585
2021-06-12;KEPULAUAN BANGKA BELITUNG;Sakit kepala;590
2021-06-13;KEPULAUAN BANGKA BELITUNG;Sakit kepala;591
2021-03-24;KEPULAUAN RIAU;Sakit kepala;271
2021-03-28;KEPULAUAN RIAU;Sakit kepala;274
2021-04-07;KEPULAUAN RIAU;Sakit kepala;282
2021-04-12;KEPULAUAN RIAU;Sakit kepala;288
2021-04-15;KEPULAUAN RIAU;Sakit kepala;295
2021-04-16;KEPULAUAN RIAU;Sakit kepala;297
2021-04-17;KEPULAUAN RIAU;Sakit kepala;299
2021-04-18;KEPULAUAN RIAU;Sakit kepala;302
2021-04-19;KEPULAUAN RIAU;Sakit kepala;303
2021-04-20;KEPULAUAN RIAU;Sakit kepala;305
2021-04-21;KEPULAUAN RIAU;Sakit kepala;307
2021-04-22;KEPULAUAN RIAU;Sakit kepala;310
2021-04-23;KEPULAUAN RIAU;Sakit kepala;311
2021-04-24;KEPULAUAN RIAU;Sakit kepala;314
2021-04-25;KEPULAUAN RIAU;Sakit kepala;319
2021-04-26;KEPULAUAN RIAU;Sakit kepala;323
2021-04-27;KEPULAUAN RIAU;Sakit kepala;325
2021-04-30;KEPULAUAN RIAU;Sakit kepala;335
2021-05-01;KEPULAUAN RIAU;Sakit kepala;341
2021-05-02;KEPULAUAN RIAU;Sakit kepala;345
2021-05-04;KEPULAUAN RIAU;Sakit kepala;354
2021-05-06;KEPULAUAN RIAU;Sakit kepala;364
2021-05-08;KEPULAUAN RIAU;Sakit kepala;370
2021-05-10;KEPULAUAN RIAU;Sakit kepala;376
2021-05-13;KEPULAUAN RIAU;Sakit kepala;387
2021-05-14;KEPULAUAN RIAU;Sakit kepala;390
2021-05-16;KEPULAUAN RIAU;Sakit kepala;403
2021-05-19;KEPULAUAN RIAU;Sakit kepala;415
2021-05-25;KEPULAUAN RIAU;Sakit kepala;453
2021-05-26;KEPULAUAN RIAU;Sakit kepala;459
2021-05-29;KEPULAUAN RIAU;Sakit kepala;491
2021-05-31;KEPULAUAN RIAU;Sakit kepala;505
2021-06-02;KEPULAUAN RIAU;Sakit kepala;522
2021-06-10;KEPULAUAN RIAU;Sakit kepala;587
2021-06-12;KEPULAUAN RIAU;Sakit kepala;604
2021-06-13;KEPULAUAN RIAU;Sakit kepala;610
2021-03-24;LAMPUNG;Sakit kepala;411
2021-03-28;LAMPUNG;Sakit kepala;416
2021-04-07;LAMPUNG;Sakit kepala;429
2021-04-12;LAMPUNG;Sakit kepala;437
2021-04-15;LAMPUNG;Sakit kepala;443
2021-04-16;LAMPUNG;Sakit kepala;445
2021-04-17;LAMPUNG;Sakit kepala;447
2021-04-18;LAMPUNG;Sakit kepala;450
2021-04-19;LAMPUNG;Sakit kepala;452
2021-04-20;LAMPUNG;Sakit kepala;456
2021-04-21;LAMPUNG;Sakit kepala;458
2021-04-22;LAMPUNG;Sakit kepala;460
2021-04-23;LAMPUNG;Sakit kepala;463
2021-04-24;LAMPUNG;Sakit kepala;465
2021-04-25;LAMPUNG;Sakit kepala;467
2021-04-26;LAMPUNG;Sakit kepala;469
2021-04-27;LAMPUNG;Sakit kepala;471
2021-04-30;LAMPUNG;Sakit kepala;479
2021-05-01;LAMPUNG;Sakit kepala;481
2021-05-02;LAMPUNG;Sakit kepala;483
2021-05-04;LAMPUNG;Sakit kepala;488
2021-05-06;LAMPUNG;Sakit kepala;492
2021-05-08;LAMPUNG;Sakit kepala;496
2021-05-10;LAMPUNG;Sakit kepala;499
2021-05-13;LAMPUNG;Sakit kepala;506
2021-05-14;LAMPUNG;Sakit kepala;507
2021-05-16;LAMPUNG;Sakit kepala;510
2021-05-19;LAMPUNG;Sakit kepala;516
2021-05-25;LAMPUNG;Sakit kepala;531
2021-05-26;LAMPUNG;Sakit kepala;533
2021-05-29;LAMPUNG;Sakit kepala;540
2021-05-31;LAMPUNG;Sakit kepala;546
2021-06-02;LAMPUNG;Sakit kepala;552
2021-06-10;LAMPUNG;Sakit kepala;575
2021-06-12;LAMPUNG;Sakit kepala;581
2021-06-13;LAMPUNG;Sakit kepala;584
2021-03-24;MALUKU;Sakit kepala;218
2021-03-28;MALUKU;Sakit kepala;220
2021-04-07;MALUKU;Sakit kepala;222
2021-04-12;MALUKU;Sakit kepala;223
2021-04-15;MALUKU;Sakit kepala;224
2021-04-16;MALUKU;Sakit kepala;224
2021-04-17;MALUKU;Sakit kepala;224
2021-04-18;MALUKU;Sakit kepala;225
2021-04-19;MALUKU;Sakit kepala;225
2021-04-20;MALUKU;Sakit kepala;225
2021-04-21;MALUKU;Sakit kepala;225
2021-04-22;MALUKU;Sakit kepala;225
2021-04-23;MALUKU;Sakit kepala;225
2021-04-24;MALUKU;Sakit kepala;225
2021-04-25;MALUKU;Sakit kepala;225
2021-04-26;MALUKU;Sakit kepala;225
2021-04-27;MALUKU;Sakit kepala;225
2021-04-30;MALUKU;Sakit kepala;226
2021-05-01;MALUKU;Sakit kepala;226
2021-05-02;MALUKU;Sakit kepala;226
2021-05-04;MALUKU;Sakit kepala;226
2021-05-06;MALUKU;Sakit kepala;227
2021-05-08;MALUKU;Sakit kepala;228
2021-05-10;MALUKU;Sakit kepala;228
2021-05-13;MALUKU;Sakit kepala;228
2021-05-14;MALUKU;Sakit kepala;229
2021-05-16;MALUKU;Sakit kepala;229
2021-05-19;MALUKU;Sakit kepala;230
2021-05-25;MALUKU;Sakit kepala;232
2021-05-26;MALUKU;Sakit kepala;232
2021-05-29;MALUKU;Sakit kepala;232
2021-05-31;MALUKU;Sakit kepala;232
2021-06-02;MALUKU;Sakit kepala;232
2021-06-10;MALUKU;Sakit kepala;235
2021-06-12;MALUKU;Sakit kepala;236
2021-06-13;MALUKU;Sakit kepala;237
2021-03-24;MALUKU UTARA;Sakit kepala;129
2021-03-28;MALUKU UTARA;Sakit kepala;129
2021-04-07;MALUKU UTARA;Sakit kepala;131
2021-04-12;MALUKU UTARA;Sakit kepala;131
2021-04-15;MALUKU UTARA;Sakit kepala;131
2021-04-16;MALUKU UTARA;Sakit kepala;131
2021-04-17;MALUKU UTARA;Sakit kepala;131
2021-04-18;MALUKU UTARA;Sakit kepala;131
2021-04-19;MALUKU UTARA;Sakit kepala;131
2021-04-20;MALUKU UTARA;Sakit kepala;132
2021-04-21;MALUKU UTARA;Sakit kepala;132
2021-04-22;MALUKU UTARA;Sakit kepala;132
2021-04-23;MALUKU UTARA;Sakit kepala;132
2021-04-24;MALUKU UTARA;Sakit kepala;132
2021-04-25;MALUKU UTARA;Sakit kepala;132
2021-04-26;MALUKU UTARA;Sakit kepala;132
2021-04-27;MALUKU UTARA;Sakit kepala;132
2021-04-30;MALUKU UTARA;Sakit kepala;133
2021-05-01;MALUKU UTARA;Sakit kepala;133
2021-05-02;MALUKU UTARA;Sakit kepala;133
2021-05-04;MALUKU UTARA;Sakit kepala;133
2021-05-06;MALUKU UTARA;Sakit kepala;133
2021-05-08;MALUKU UTARA;Sakit kepala;133
2021-05-10;MALUKU UTARA;Sakit kepala;133
2021-05-13;MALUKU UTARA;Sakit kepala;133
2021-05-14;MALUKU UTARA;Sakit kepala;133
2021-05-16;MALUKU UTARA;Sakit kepala;133
2021-05-19;MALUKU UTARA;Sakit kepala;134
2021-05-25;MALUKU UTARA;Sakit kepala;135
2021-05-26;MALUKU UTARA;Sakit kepala;135
2021-05-29;MALUKU UTARA;Sakit kepala;135
2021-05-31;MALUKU UTARA;Sakit kepala;136
2021-06-02;MALUKU UTARA;Sakit kepala;136
2021-06-10;MALUKU UTARA;Sakit kepala;138
2021-06-12;MALUKU UTARA;Sakit kepala;138
2021-06-13;MALUKU UTARA;Sakit kepala;138
2021-03-24;NUSA TENGGARA BARAT;Sakit kepala;281
2021-03-28;NUSA TENGGARA BARAT;Sakit kepala;284
2021-04-07;NUSA TENGGARA BARAT;Sakit kepala;292
2021-04-12;NUSA TENGGARA BARAT;Sakit kepala;296
2021-04-15;NUSA TENGGARA BARAT;Sakit kepala;298
2021-04-16;NUSA TENGGARA BARAT;Sakit kepala;300
2021-04-17;NUSA TENGGARA BARAT;Sakit kepala;301
2021-04-18;NUSA TENGGARA BARAT;Sakit kepala;301
2021-04-19;NUSA TENGGARA BARAT;Sakit kepala;303
2021-04-20;NUSA TENGGARA BARAT;Sakit kepala;303
2021-04-21;NUSA TENGGARA BARAT;Sakit kepala;305
2021-04-22;NUSA TENGGARA BARAT;Sakit kepala;305
2021-04-23;NUSA TENGGARA BARAT;Sakit kepala;305
2021-04-24;NUSA TENGGARA BARAT;Sakit kepala;305
2021-04-25;NUSA TENGGARA BARAT;Sakit kepala;305
2021-04-26;NUSA TENGGARA BARAT;Sakit kepala;307
2021-04-27;NUSA TENGGARA BARAT;Sakit kepala;309
2021-04-30;NUSA TENGGARA BARAT;Sakit kepala;313
2021-05-01;NUSA TENGGARA BARAT;Sakit kepala;314
2021-05-02;NUSA TENGGARA BARAT;Sakit kepala;315
2021-05-04;NUSA TENGGARA BARAT;Sakit kepala;319
2021-05-06;NUSA TENGGARA BARAT;Sakit kepala;321
2021-05-08;NUSA TENGGARA BARAT;Sakit kepala;322
2021-05-10;NUSA TENGGARA BARAT;Sakit kepala;323
2021-05-13;NUSA TENGGARA BARAT;Sakit kepala;324
2021-05-14;NUSA TENGGARA BARAT;Sakit kepala;325
2021-05-16;NUSA TENGGARA BARAT;Sakit kepala;326
2021-05-19;NUSA TENGGARA BARAT;Sakit kepala;329
2021-05-25;NUSA TENGGARA BARAT;Sakit kepala;333
2021-05-26;NUSA TENGGARA BARAT;Sakit kepala;334
2021-05-29;NUSA TENGGARA BARAT;Sakit kepala;349
2021-05-31;NUSA TENGGARA BARAT;Sakit kepala;359
2021-06-02;NUSA TENGGARA BARAT;Sakit kepala;365
2021-06-10;NUSA TENGGARA BARAT;Sakit kepala;377
2021-06-12;NUSA TENGGARA BARAT;Sakit kepala;378
2021-06-13;NUSA TENGGARA BARAT;Sakit kepala;379
2021-03-24;NUSA TENGGARA TIMUR;Sakit kepala;360
2021-03-28;NUSA TENGGARA TIMUR;Sakit kepala;365
2021-04-07;NUSA TENGGARA TIMUR;Sakit kepala;381
2021-04-12;NUSA TENGGARA TIMUR;Sakit kepala;385
2021-04-15;NUSA TENGGARA TIMUR;Sakit kepala;392
2021-04-16;NUSA TENGGARA TIMUR;Sakit kepala;396
2021-04-17;NUSA TENGGARA TIMUR;Sakit kepala;397
2021-04-18;NUSA TENGGARA TIMUR;Sakit kepala;397
2021-04-19;NUSA TENGGARA TIMUR;Sakit kepala;398
2021-04-20;NUSA TENGGARA TIMUR;Sakit kepala;405
2021-04-21;NUSA TENGGARA TIMUR;Sakit kepala;413
2021-04-22;NUSA TENGGARA TIMUR;Sakit kepala;417
2021-04-23;NUSA TENGGARA TIMUR;Sakit kepala;418
2021-04-24;NUSA TENGGARA TIMUR;Sakit kepala;420
2021-04-25;NUSA TENGGARA TIMUR;Sakit kepala;420
2021-04-26;NUSA TENGGARA TIMUR;Sakit kepala;422
2021-04-27;NUSA TENGGARA TIMUR;Sakit kepala;426
2021-04-30;NUSA TENGGARA TIMUR;Sakit kepala;431
2021-05-01;NUSA TENGGARA TIMUR;Sakit kepala;432
2021-05-02;NUSA TENGGARA TIMUR;Sakit kepala;439
2021-05-04;NUSA TENGGARA TIMUR;Sakit kepala;443
2021-05-06;NUSA TENGGARA TIMUR;Sakit kepala;453
2021-05-08;NUSA TENGGARA TIMUR;Sakit kepala;458
2021-05-10;NUSA TENGGARA TIMUR;Sakit kepala;461
2021-05-13;NUSA TENGGARA TIMUR;Sakit kepala;465
2021-05-14;NUSA TENGGARA TIMUR;Sakit kepala;467
2021-05-16;NUSA TENGGARA TIMUR;Sakit kepala;467
2021-05-19;NUSA TENGGARA TIMUR;Sakit kepala;471
2021-05-25;NUSA TENGGARA TIMUR;Sakit kepala;477
2021-05-26;NUSA TENGGARA TIMUR;Sakit kepala;477
2021-05-29;NUSA TENGGARA TIMUR;Sakit kepala;483
2021-05-31;NUSA TENGGARA TIMUR;Sakit kepala;488
2021-06-02;NUSA TENGGARA TIMUR;Sakit kepala;490
2021-06-10;NUSA TENGGARA TIMUR;Sakit kepala;511
2021-06-12;NUSA TENGGARA TIMUR;Sakit kepala;513
2021-06-13;NUSA TENGGARA TIMUR;Sakit kepala;515
2021-03-24;PAPUA;Sakit kepala;573
2021-03-28;PAPUA;Sakit kepala;583
2021-04-07;PAPUA;Sakit kepala;594
2021-04-12;PAPUA;Sakit kepala;602
2021-04-15;PAPUA;Sakit kepala;604
2021-04-16;PAPUA;Sakit kepala;605
2021-04-17;PAPUA;Sakit kepala;606
2021-04-18;PAPUA;Sakit kepala;606
2021-04-19;PAPUA;Sakit kepala;607
2021-04-20;PAPUA;Sakit kepala;607
2021-04-21;PAPUA;Sakit kepala;608
2021-04-22;PAPUA;Sakit kepala;608
2021-04-23;PAPUA;Sakit kepala;608
2021-04-24;PAPUA;Sakit kepala;609
2021-04-25;PAPUA;Sakit kepala;609
2021-04-26;PAPUA;Sakit kepala;609
2021-04-27;PAPUA;Sakit kepala;609
2021-04-30;PAPUA;Sakit kepala;611
2021-05-01;PAPUA;Sakit kepala;611
2021-05-02;PAPUA;Sakit kepala;611
2021-05-04;PAPUA;Sakit kepala;611
2021-05-06;PAPUA;Sakit kepala;612
2021-05-08;PAPUA;Sakit kepala;612
2021-05-10;PAPUA;Sakit kepala;613
2021-05-13;PAPUA;Sakit kepala;613
2021-05-14;PAPUA;Sakit kepala;613
2021-05-16;PAPUA;Sakit kepala;613
2021-05-19;PAPUA;Sakit kepala;613
2021-05-25;PAPUA;Sakit kepala;614
2021-05-26;PAPUA;Sakit kepala;614
2021-05-29;PAPUA;Sakit kepala;614
2021-05-31;PAPUA;Sakit kepala;614
2021-06-02;PAPUA;Sakit kepala;614
2021-06-10;PAPUA;Sakit kepala;616
2021-06-12;PAPUA;Sakit kepala;618
2021-06-13;PAPUA;Sakit kepala;618
2021-03-24;PAPUA BARAT;Sakit kepala;244
2021-03-28;PAPUA BARAT;Sakit kepala;248
2021-04-07;PAPUA BARAT;Sakit kepala;254
2021-04-12;PAPUA BARAT;Sakit kepala;256
2021-04-15;PAPUA BARAT;Sakit kepala;259
2021-04-16;PAPUA BARAT;Sakit kepala;260
2021-04-17;PAPUA BARAT;Sakit kepala;261
2021-04-18;PAPUA BARAT;Sakit kepala;262
2021-04-19;PAPUA BARAT;Sakit kepala;262
2021-04-20;PAPUA BARAT;Sakit kepala;262
2021-04-21;PAPUA BARAT;Sakit kepala;263
2021-04-22;PAPUA BARAT;Sakit kepala;263
2021-04-23;PAPUA BARAT;Sakit kepala;264
2021-04-24;PAPUA BARAT;Sakit kepala;265
2021-04-25;PAPUA BARAT;Sakit kepala;265
2021-04-26;PAPUA BARAT;Sakit kepala;265
2021-04-27;PAPUA BARAT;Sakit kepala;266
2021-04-30;PAPUA BARAT;Sakit kepala;268
2021-05-01;PAPUA BARAT;Sakit kepala;269
2021-05-02;PAPUA BARAT;Sakit kepala;270
2021-05-04;PAPUA BARAT;Sakit kepala;270
2021-05-06;PAPUA BARAT;Sakit kepala;271
2021-05-08;PAPUA BARAT;Sakit kepala;272
2021-05-10;PAPUA BARAT;Sakit kepala;273
2021-05-13;PAPUA BARAT;Sakit kepala;274
2021-05-14;PAPUA BARAT;Sakit kepala;274
2021-05-16;PAPUA BARAT;Sakit kepala;275
2021-05-19;PAPUA BARAT;Sakit kepala;275
2021-05-25;PAPUA BARAT;Sakit kepala;278
2021-05-26;PAPUA BARAT;Sakit kepala;278
2021-05-29;PAPUA BARAT;Sakit kepala;279
2021-05-31;PAPUA BARAT;Sakit kepala;279
2021-06-02;PAPUA BARAT;Sakit kepala;280
2021-06-10;PAPUA BARAT;Sakit kepala;283
2021-06-12;PAPUA BARAT;Sakit kepala;284
2021-06-13;PAPUA BARAT;Sakit kepala;284
2021-03-24;RIAU;Sakit kepala;1016
2021-03-28;RIAU;Sakit kepala;1032
2021-04-07;RIAU;Sakit kepala;1080
2021-04-12;RIAU;Sakit kepala;1114
2021-04-15;RIAU;Sakit kepala;1140
2021-04-16;RIAU;Sakit kepala;1147
2021-04-17;RIAU;Sakit kepala;1157
2021-04-18;RIAU;Sakit kepala;1166
2021-04-19;RIAU;Sakit kepala;1173
2021-04-20;RIAU;Sakit kepala;1186
2021-04-21;RIAU;Sakit kepala;1199
2021-04-22;RIAU;Sakit kepala;1212
2021-04-23;RIAU;Sakit kepala;1226
2021-04-24;RIAU;Sakit kepala;1239
2021-04-25;RIAU;Sakit kepala;1251
2021-04-26;RIAU;Sakit kepala;1269
2021-04-27;RIAU;Sakit kepala;1281
2021-04-30;RIAU;Sakit kepala;1328
2021-05-01;RIAU;Sakit kepala;1340
2021-05-02;RIAU;Sakit kepala;1357
2021-05-04;RIAU;Sakit kepala;1382
2021-05-06;RIAU;Sakit kepala;1415
2021-05-08;RIAU;Sakit kepala;1453
2021-05-10;RIAU;Sakit kepala;1483
2021-05-13;RIAU;Sakit kepala;1532
2021-05-14;RIAU;Sakit kepala;1535
2021-05-16;RIAU;Sakit kepala;1550
2021-05-19;RIAU;Sakit kepala;1581
2021-05-25;RIAU;Sakit kepala;1685
2021-05-26;RIAU;Sakit kepala;1707
2021-05-29;RIAU;Sakit kepala;1766
2021-05-31;RIAU;Sakit kepala;1802
2021-06-02;RIAU;Sakit kepala;1834
2021-06-10;RIAU;Sakit kepala;1939
2021-06-12;RIAU;Sakit kepala;1963
2021-06-13;RIAU;Sakit kepala;1972
2021-03-24;SULAWESI BARAT;Sakit kepala;161
2021-03-28;SULAWESI BARAT;Sakit kepala;161
2021-04-07;SULAWESI BARAT;Sakit kepala;161
2021-04-12;SULAWESI BARAT;Sakit kepala;162
2021-04-15;SULAWESI BARAT;Sakit kepala;162
2021-04-16;SULAWESI BARAT;Sakit kepala;162
2021-04-17;SULAWESI BARAT;Sakit kepala;162
2021-04-18;SULAWESI BARAT;Sakit kepala;162
2021-04-19;SULAWESI BARAT;Sakit kepala;162
2021-04-20;SULAWESI BARAT;Sakit kepala;162
2021-04-21;SULAWESI BARAT;Sakit kepala;163
2021-04-22;SULAWESI BARAT;Sakit kepala;163
2021-04-23;SULAWESI BARAT;Sakit kepala;163
2021-04-24;SULAWESI BARAT;Sakit kepala;163
2021-04-25;SULAWESI BARAT;Sakit kepala;163
2021-04-26;SULAWESI BARAT;Sakit kepala;163
2021-04-27;SULAWESI BARAT;Sakit kepala;163
2021-04-30;SULAWESI BARAT;Sakit kepala;163
2021-05-01;SULAWESI BARAT;Sakit kepala;164
2021-05-02;SULAWESI BARAT;Sakit kepala;164
2021-05-04;SULAWESI BARAT;Sakit kepala;164
2021-05-06;SULAWESI BARAT;Sakit kepala;164
2021-05-08;SULAWESI BARAT;Sakit kepala;164
2021-05-10;SULAWESI BARAT;Sakit kepala;164
2021-05-13;SULAWESI BARAT;Sakit kepala;165
2021-05-14;SULAWESI BARAT;Sakit kepala;165
2021-05-16;SULAWESI BARAT;Sakit kepala;165
2021-05-19;SULAWESI BARAT;Sakit kepala;165
2021-05-25;SULAWESI BARAT;Sakit kepala;165
2021-05-26;SULAWESI BARAT;Sakit kepala;165
2021-05-29;SULAWESI BARAT;Sakit kepala;165
2021-05-31;SULAWESI BARAT;Sakit kepala;165
2021-06-02;SULAWESI BARAT;Sakit kepala;165
2021-06-10;SULAWESI BARAT;Sakit kepala;168
2021-06-12;SULAWESI BARAT;Sakit kepala;168
2021-06-13;SULAWESI BARAT;Sakit kepala;168
2021-03-24;SULAWESI SELATAN;Sakit kepala;1777
2021-03-28;SULAWESI SELATAN;Sakit kepala;1782
2021-04-07;SULAWESI SELATAN;Sakit kepala;1809
2021-04-12;SULAWESI SELATAN;Sakit kepala;1821
2021-04-15;SULAWESI SELATAN;Sakit kepala;1831
2021-04-16;SULAWESI SELATAN;Sakit kepala;1832
2021-04-17;SULAWESI SELATAN;Sakit kepala;1833
2021-04-18;SULAWESI SELATAN;Sakit kepala;1834
2021-04-19;SULAWESI SELATAN;Sakit kepala;1834
2021-04-20;SULAWESI SELATAN;Sakit kepala;1836
2021-04-21;SULAWESI SELATAN;Sakit kepala;1838
2021-04-22;SULAWESI SELATAN;Sakit kepala;1839
2021-04-23;SULAWESI SELATAN;Sakit kepala;1840
2021-04-24;SULAWESI SELATAN;Sakit kepala;1840
2021-04-25;SULAWESI SELATAN;Sakit kepala;1840
2021-04-26;SULAWESI SELATAN;Sakit kepala;1841
2021-04-27;SULAWESI SELATAN;Sakit kepala;1843
2021-04-30;SULAWESI SELATAN;Sakit kepala;1845
2021-05-01;SULAWESI SELATAN;Sakit kepala;1846
2021-05-02;SULAWESI SELATAN;Sakit kepala;1846
2021-05-04;SULAWESI SELATAN;Sakit kepala;1847
2021-05-06;SULAWESI SELATAN;Sakit kepala;1847
2021-05-08;SULAWESI SELATAN;Sakit kepala;1849
2021-05-10;SULAWESI SELATAN;Sakit kepala;1850
2021-05-13;SULAWESI SELATAN;Sakit kepala;1851
2021-05-14;SULAWESI SELATAN;Sakit kepala;1851
2021-05-16;SULAWESI SELATAN;Sakit kepala;1851
2021-05-19;SULAWESI SELATAN;Sakit kepala;1854
2021-05-25;SULAWESI SELATAN;Sakit kepala;1860
2021-05-26;SULAWESI SELATAN;Sakit kepala;1861
2021-05-29;SULAWESI SELATAN;Sakit kepala;1863
2021-05-31;SULAWESI SELATAN;Sakit kepala;1865
2021-06-02;SULAWESI SELATAN;Sakit kepala;1867
2021-06-10;SULAWESI SELATAN;Sakit kepala;1878
2021-06-12;SULAWESI SELATAN;Sakit kepala;1880
2021-06-13;SULAWESI SELATAN;Sakit kepala;1880
2021-03-24;SULAWESI TENGAH;Sakit kepala;331
