"Tanggal","Provinsi","Rentang Usia","Jumlah"
"2021-05-26","NUSA TENGGARA BARAT",">=60",1329
"2021-05-29","NUSA TENGGARA BARAT",">=60",1419
"2021-05-31","NUSA TENGGARA BARAT",">=60",1453
"2021-06-02","NUSA TENGGARA BARAT",">=60",1480
"2021-06-10","NUSA TENGGARA BARAT",">=60",1538
"2021-06-12","NUSA TENGGARA BARAT",">=60",1541
"2021-06-13","NUSA TENGGARA BARAT",">=60",1542
"2021-03-24","NUSA TENGGARA TIMUR",">=60",1081
"2021-03-28","NUSA TENGGARA TIMUR",">=60",1100
"2021-04-07","NUSA TENGGARA TIMUR",">=60",1170
"2021-04-12","NUSA TENGGARA TIMUR",">=60",1178
"2021-04-15","NUSA TENGGARA TIMUR",">=60",1189
"2021-04-16","NUSA TENGGARA TIMUR",">=60",1202
"2021-04-17","NUSA TENGGARA TIMUR",">=60",1207
"2021-04-18","NUSA TENGGARA TIMUR",">=60",1209
"2021-04-19","NUSA TENGGARA TIMUR",">=60",1212
"2021-04-20","NUSA TENGGARA TIMUR",">=60",1237
"2021-04-21","NUSA TENGGARA TIMUR",">=60",1251
"2021-04-22","NUSA TENGGARA TIMUR",">=60",1263
"2021-04-23","NUSA TENGGARA TIMUR",">=60",1266
"2021-04-24","NUSA TENGGARA TIMUR",">=60",1272
"2021-04-25","NUSA TENGGARA TIMUR",">=60",1279
"2021-04-26","NUSA TENGGARA TIMUR",">=60",1290
"2021-04-27","NUSA TENGGARA TIMUR",">=60",1306
"2021-04-30","NUSA TENGGARA TIMUR",">=60",1339
"2021-05-01","NUSA TENGGARA TIMUR",">=60",1348
"2021-05-02","NUSA TENGGARA TIMUR",">=60",1350
"2021-05-04","NUSA TENGGARA TIMUR",">=60",1370
"2021-05-06","NUSA TENGGARA TIMUR",">=60",1403
"2021-05-08","NUSA TENGGARA TIMUR",">=60",1414
"2021-05-10","NUSA TENGGARA TIMUR",">=60",1429
"2021-05-13","NUSA TENGGARA TIMUR",">=60",1443
"2021-05-14","NUSA TENGGARA TIMUR",">=60",1450
"2021-05-16","NUSA TENGGARA TIMUR",">=60",1450
"2021-05-19","NUSA TENGGARA TIMUR",">=60",1457
"2021-05-25","NUSA TENGGARA TIMUR",">=60",1476
"2021-05-26","NUSA TENGGARA TIMUR",">=60",1478
"2021-05-29","NUSA TENGGARA TIMUR",">=60",1515
"2021-05-31","NUSA TENGGARA TIMUR",">=60",1530
"2021-06-02","NUSA TENGGARA TIMUR",">=60",1532
"2021-06-10","NUSA TENGGARA TIMUR",">=60",1600
"2021-06-12","NUSA TENGGARA TIMUR",">=60",1607
"2021-06-13","NUSA TENGGARA TIMUR",">=60",1616
"2021-03-24","PAPUA",">=60",1071
"2021-03-28","PAPUA",">=60",1103
"2021-04-07","PAPUA",">=60",1123
"2021-04-12","PAPUA",">=60",1146
"2021-04-15","PAPUA",">=60",1156
"2021-04-16","PAPUA",">=60",1159
"2021-04-17","PAPUA",">=60",1159
"2021-04-18","PAPUA",">=60",1159
"2021-04-19","PAPUA",">=60",1164
"2021-04-20","PAPUA",">=60",1166
"2021-04-21","PAPUA",">=60",1169
"2021-04-22","PAPUA",">=60",1169
"2021-04-23","PAPUA",">=60",1171
"2021-04-24","PAPUA",">=60",1171
"2021-04-25","PAPUA",">=60",1172
"2021-04-26","PAPUA",">=60",1172
"2021-04-27","PAPUA",">=60",1172
"2021-04-30","PAPUA",">=60",1176
"2021-05-01","PAPUA",">=60",1176
"2021-05-02","PAPUA",">=60",1176
"2021-05-04","PAPUA",">=60",1177
"2021-05-06","PAPUA",">=60",1177
"2021-05-08","PAPUA",">=60",1177
"2021-05-10","PAPUA",">=60",1181
"2021-05-13","PAPUA",">=60",1181
"2021-05-14","PAPUA",">=60",1181
"2021-05-16","PAPUA",">=60",1181
"2021-05-19","PAPUA",">=60",1181
"2021-05-25","PAPUA",">=60",1183
"2021-05-26","PAPUA",">=60",1183
"2021-05-29","PAPUA",">=60",1183
"2021-05-31","PAPUA",">=60",1183
"2021-06-02","PAPUA",">=60",1183
"2021-06-10","PAPUA",">=60",1186
"2021-06-12","PAPUA",">=60",1190
"2021-06-13","PAPUA",">=60",1190
"2021-03-24","PAPUA BARAT",">=60",501
"2021-03-28","PAPUA BARAT",">=60",520
"2021-04-07","PAPUA BARAT",">=60",543
"2021-04-12","PAPUA BARAT",">=60",558
"2021-04-15","PAPUA BARAT",">=60",571
"2021-04-16","PAPUA BARAT",">=60",571
"2021-04-17","PAPUA BARAT",">=60",579
"2021-04-18","PAPUA BARAT",">=60",582
"2021-04-19","PAPUA BARAT",">=60",581
"2021-04-20","PAPUA BARAT",">=60",584
"2021-04-21","PAPUA BARAT",">=60",584
"2021-04-22","PAPUA BARAT",">=60",586
"2021-04-23","PAPUA BARAT",">=60",589
"2021-04-24","PAPUA BARAT",">=60",593
"2021-04-25","PAPUA BARAT",">=60",594
"2021-04-26","PAPUA BARAT",">=60",596
"2021-04-27","PAPUA BARAT",">=60",601
"2021-04-30","PAPUA BARAT",">=60",622
"2021-05-01","PAPUA BARAT",">=60",623
"2021-05-02","PAPUA BARAT",">=60",624
"2021-05-04","PAPUA BARAT",">=60",624
"2021-05-06","PAPUA BARAT",">=60",630
"2021-05-08","PAPUA BARAT",">=60",633
"2021-05-10","PAPUA BARAT",">=60",634
"2021-05-13","PAPUA BARAT",">=60",636
"2021-05-14","PAPUA BARAT",">=60",636
"2021-05-16","PAPUA BARAT",">=60",637
"2021-05-19","PAPUA BARAT",">=60",639
"2021-05-25","PAPUA BARAT",">=60",658
"2021-05-26","PAPUA BARAT",">=60",661
"2021-05-29","PAPUA BARAT",">=60",667
"2021-05-31","PAPUA BARAT",">=60",667
"2021-06-02","PAPUA BARAT",">=60",667
"2021-06-10","PAPUA BARAT",">=60",675
"2021-06-12","PAPUA BARAT",">=60",681
"2021-06-13","PAPUA BARAT",">=60",686
"2021-03-24","RIAU",">=60",2738
"2021-03-28","RIAU",">=60",2791
"2021-04-07","RIAU",">=60",2963
"2021-04-12","RIAU",">=60",3103
"2021-04-15","RIAU",">=60",3186
"2021-04-16","RIAU",">=60",3217
"2021-04-17","RIAU",">=60",3243
"2021-04-18","RIAU",">=60",3279
"2021-04-19","RIAU",">=60",3315
"2021-04-20","RIAU",">=60",3362
"2021-04-21","RIAU",">=60",3408
"2021-04-22","RIAU",">=60",3458
"2021-04-23","RIAU",">=60",3495
"2021-04-24","RIAU",">=60",3527
"2021-04-25","RIAU",">=60",3571
"2021-04-26","RIAU",">=60",3652
"2021-04-27","RIAU",">=60",3695
"2021-04-30","RIAU",">=60",3867
"2021-05-01","RIAU",">=60",3919
"2021-05-02","RIAU",">=60",3966
"2021-05-04","RIAU",">=60",4059
"2021-05-06","RIAU",">=60",4181
"2021-05-08","RIAU",">=60",4306
"2021-05-10","RIAU",">=60",4413
"2021-05-13","RIAU",">=60",4609
"2021-05-14","RIAU",">=60",4630
"2021-05-16","RIAU",">=60",4706
"2021-05-19","RIAU",">=60",4866
"2021-05-25","RIAU",">=60",5228
"2021-05-26","RIAU",">=60",5303
"2021-05-29","RIAU",">=60",5463
"2021-05-31","RIAU",">=60",5556
"2021-06-02","RIAU",">=60",5660
"2021-06-10","RIAU",">=60",5989
"2021-06-12","RIAU",">=60",6056
"2021-06-13","RIAU",">=60",6087
"2021-03-24","SULAWESI BARAT",">=60",392
"2021-03-28","SULAWESI BARAT",">=60",393
"2021-04-07","SULAWESI BARAT",">=60",394
"2021-04-12","SULAWESI BARAT",">=60",395
"2021-04-15","SULAWESI BARAT",">=60",395
"2021-04-16","SULAWESI BARAT",">=60",396
"2021-04-17","SULAWESI BARAT",">=60",396
"2021-04-18","SULAWESI BARAT",">=60",396
"2021-04-19","SULAWESI BARAT",">=60",398
"2021-04-20","SULAWESI BARAT",">=60",398
"2021-04-21","SULAWESI BARAT",">=60",399
"2021-04-22","SULAWESI BARAT",">=60",401
"2021-04-23","SULAWESI BARAT",">=60",401
"2021-04-24","SULAWESI BARAT",">=60",401
"2021-04-25","SULAWESI BARAT",">=60",403
"2021-04-26","SULAWESI BARAT",">=60",405
"2021-04-27","SULAWESI BARAT",">=60",405
"2021-04-30","SULAWESI BARAT",">=60",406
"2021-05-01","SULAWESI BARAT",">=60",406
"2021-05-02","SULAWESI BARAT",">=60",409
"2021-05-04","SULAWESI BARAT",">=60",409
"2021-05-06","SULAWESI BARAT",">=60",410
"2021-05-08","SULAWESI BARAT",">=60",412
"2021-05-10","SULAWESI BARAT",">=60",413
"2021-05-13","SULAWESI BARAT",">=60",413
"2021-05-14","SULAWESI BARAT",">=60",413
"2021-05-16","SULAWESI BARAT",">=60",414
"2021-05-19","SULAWESI BARAT",">=60",416
"2021-05-25","SULAWESI BARAT",">=60",416
"2021-05-26","SULAWESI BARAT",">=60",416
"2021-05-29","SULAWESI BARAT",">=60",416
"2021-05-31","SULAWESI BARAT",">=60",416
"2021-06-02","SULAWESI BARAT",">=60",418
"2021-06-10","SULAWESI BARAT",">=60",423
"2021-06-12","SULAWESI BARAT",">=60",424
"2021-06-13","SULAWESI BARAT",">=60",424
"2021-03-24","SULAWESI SELATAN",">=60",4816
"2021-03-28","SULAWESI SELATAN",">=60",4837
"2021-04-07","SULAWESI SELATAN",">=60",4910
"2021-04-12","SULAWESI SELATAN",">=60",4950
"2021-04-15","SULAWESI SELATAN",">=60",4976
"2021-04-16","SULAWESI SELATAN",">=60",4983
"2021-04-17","SULAWESI SELATAN",">=60",4989
"2021-04-18","SULAWESI SELATAN",">=60",4993
"2021-04-19","SULAWESI SELATAN",">=60",4996
"2021-04-20","SULAWESI SELATAN",">=60",5008
"2021-04-21","SULAWESI SELATAN",">=60",5016
"2021-04-22","SULAWESI SELATAN",">=60",5021
"2021-04-23","SULAWESI SELATAN",">=60",5027
"2021-04-24","SULAWESI SELATAN",">=60",5028
"2021-04-25","SULAWESI SELATAN",">=60",5032
"2021-04-26","SULAWESI SELATAN",">=60",5036
"2021-04-27","SULAWESI SELATAN",">=60",5041
"2021-04-30","SULAWESI SELATAN",">=60",5058
"2021-05-01","SULAWESI SELATAN",">=60",5064
"2021-05-02","SULAWESI SELATAN",">=60",5064
"2021-05-04","SULAWESI SELATAN",">=60",5065
"2021-05-06","SULAWESI SELATAN",">=60",5074
"2021-05-08","SULAWESI SELATAN",">=60",5082
"2021-05-10","SULAWESI SELATAN",">=60",5085
"2021-05-13","SULAWESI SELATAN",">=60",5092
"2021-05-14","SULAWESI SELATAN",">=60",5093
"2021-05-16","SULAWESI SELATAN",">=60",5095
"2021-05-19","SULAWESI SELATAN",">=60",5107
"2021-05-25","SULAWESI SELATAN",">=60",5120
"2021-05-26","SULAWESI SELATAN",">=60",5120
"2021-05-29","SULAWESI SELATAN",">=60",5133
"2021-05-31","SULAWESI SELATAN",">=60",5142
"2021-06-02","SULAWESI SELATAN",">=60",5147
"2021-06-10","SULAWESI SELATAN",">=60",5184
"2021-06-12","SULAWESI SELATAN",">=60",5194
"2021-06-13","SULAWESI SELATAN",">=60",5195
"2021-03-24","SULAWESI TENGAH",">=60",922
"2021-03-28","SULAWESI TENGAH",">=60",930
"2021-04-07","SULAWESI TENGAH",">=60",969
"2021-04-12","SULAWESI TENGAH",">=60",992
"2021-04-15","SULAWESI TENGAH",">=60",1012
"2021-04-16","SULAWESI TENGAH",">=60",1017
"2021-04-17","SULAWESI TENGAH",">=60",1025
"2021-04-18","SULAWESI TENGAH",">=60",1026
"2021-04-19","SULAWESI TENGAH",">=60",1031
"2021-04-20","SULAWESI TENGAH",">=60",1032
"2021-04-21","SULAWESI TENGAH",">=60",1036
"2021-04-22","SULAWESI TENGAH",">=60",1039
"2021-04-23","SULAWESI TENGAH",">=60",1047
"2021-04-24","SULAWESI TENGAH",">=60",1049
"2021-04-25","SULAWESI TENGAH",">=60",1051
"2021-04-26","SULAWESI TENGAH",">=60",1053
"2021-04-27","SULAWESI TENGAH",">=60",1054
"2021-04-30","SULAWESI TENGAH",">=60",1073
"2021-05-01","SULAWESI TENGAH",">=60",1074
"2021-05-02","SULAWESI TENGAH",">=60",1076
"2021-05-04","SULAWESI TENGAH",">=60",1085
"2021-05-06","SULAWESI TENGAH",">=60",1089
"2021-05-08","SULAWESI TENGAH",">=60",1096
"2021-05-10","SULAWESI TENGAH",">=60",1102
"2021-05-13","SULAWESI TENGAH",">=60",1117
"2021-05-14","SULAWESI TENGAH",">=60",1123
"2021-05-16","SULAWESI TENGAH",">=60",1124
"2021-05-19","SULAWESI TENGAH",">=60",1131
"2021-05-25","SULAWESI TENGAH",">=60",1145
"2021-05-26","SULAWESI TENGAH",">=60",1149
"2021-05-29","SULAWESI TENGAH",">=60",1167
"2021-05-31","SULAWESI TENGAH",">=60",1171
"2021-06-02","SULAWESI TENGAH",">=60",1178
"2021-06-10","SULAWESI TENGAH",">=60",1196
"2021-06-12","SULAWESI TENGAH",">=60",1201
"2021-06-13","SULAWESI TENGAH",">=60",1202
"2021-03-24","SULAWESI TENGGARA",">=60",726
"2021-03-28","SULAWESI TENGGARA",">=60",730
"2021-04-07","SULAWESI TENGGARA",">=60",735
"2021-04-12","SULAWESI TENGGARA",">=60",740
"2021-04-15","SULAWESI TENGGARA",">=60",740
"2021-04-16","SULAWESI TENGGARA",">=60",742
"2021-04-17","SULAWESI TENGGARA",">=60",742
"2021-04-18","SULAWESI TENGGARA",">=60",742
"2021-04-19","SULAWESI TENGGARA",">=60",742
"2021-04-20","SULAWESI TENGGARA",">=60",743
"2021-04-21","SULAWESI TENGGARA",">=60",743
"2021-04-22","SULAWESI TENGGARA",">=60",743
"2021-04-23","SULAWESI TENGGARA",">=60",744
"2021-04-24","SULAWESI TENGGARA",">=60",744
"2021-04-25","SULAWESI TENGGARA",">=60",745
"2021-04-26","SULAWESI TENGGARA",">=60",745
"2021-04-27","SULAWESI TENGGARA",">=60",746
"2021-04-30","SULAWESI TENGGARA",">=60",750
"2021-05-01","SULAWESI TENGGARA",">=60",750
"2021-05-02","SULAWESI TENGGARA",">=60",750
"2021-05-04","SULAWESI TENGGARA",">=60",751
"2021-05-06","SULAWESI TENGGARA",">=60",754
"2021-05-08","SULAWESI TENGGARA",">=60",754
"2021-05-10","SULAWESI TENGGARA",">=60",754
"2021-05-13","SULAWESI TENGGARA",">=60",755
"2021-05-14","SULAWESI TENGGARA",">=60",755
"2021-05-16","SULAWESI TENGGARA",">=60",755
"2021-05-19","SULAWESI TENGGARA",">=60",755
"2021-05-25","SULAWESI TENGGARA",">=60",759
"2021-05-26","SULAWESI TENGGARA",">=60",759
"2021-05-29","SULAWESI TENGGARA",">=60",761
"2021-05-31","SULAWESI TENGGARA",">=60",763
"2021-06-02","SULAWESI TENGGARA",">=60",763
"2021-06-10","SULAWESI TENGGARA",">=60",767
"2021-06-12","SULAWESI TENGGARA",">=60",769
"2021-06-13","SULAWESI TENGGARA",">=60",770
"2021-03-24","SULAWESI UTARA",">=60",2041
"2021-03-28","SULAWESI UTARA",">=60",2054
"2021-04-07","SULAWESI UTARA",">=60",2061
"2021-04-12","SULAWESI UTARA",">=60",2061
"2021-04-15","SULAWESI UTARA",">=60",2068
"2021-04-16","SULAWESI UTARA",">=60",2069
"2021-04-17","SULAWESI UTARA",">=60",2069
"2021-04-18","SULAWESI UTARA",">=60",2069
"2021-04-19","SULAWESI UTARA",">=60",2069
"2021-04-20","SULAWESI UTARA",">=60",2069
"2021-04-21","SULAWESI UTARA",">=60",2069
"2021-04-22","SULAWESI UTARA",">=60",2071
"2021-04-23","SULAWESI UTARA",">=60",2077
"2021-04-24","SULAWESI UTARA",">=60",2080
"2021-04-25","SULAWESI UTARA",">=60",2082
"2021-04-26","SULAWESI UTARA",">=60",2082
"2021-04-27","SULAWESI UTARA",">=60",2082
"2021-04-30","SULAWESI UTARA",">=60",2085
"2021-05-01","SULAWESI UTARA",">=60",2088
"2021-05-02","SULAWESI UTARA",">=60",2088
"2021-05-04","SULAWESI UTARA",">=60",2091
"2021-05-06","SULAWESI UTARA",">=60",2091
"2021-05-08","SULAWESI UTARA",">=60",2092
"2021-05-10","SULAWESI UTARA",">=60",2093
"2021-05-13","SULAWESI UTARA",">=60",2099
"2021-05-14","SULAWESI UTARA",">=60",2099
"2021-05-16","SULAWESI UTARA",">=60",2099
"2021-05-19","SULAWESI UTARA",">=60",2100
"2021-05-25","SULAWESI UTARA",">=60",2107
"2021-05-26","SULAWESI UTARA",">=60",2108
"2021-05-29","SULAWESI UTARA",">=60",2108
"2021-05-31","SULAWESI UTARA",">=60",2111
"2021-06-02","SULAWESI UTARA",">=60",2114
"2021-06-10","SULAWESI UTARA",">=60",2124
"2021-06-12","SULAWESI UTARA",">=60",2124
"2021-06-13","SULAWESI UTARA",">=60",2124
"2021-03-24","SUMATERA BARAT",">=60",3221
"2021-03-28","SUMATERA BARAT",">=60",3276
"2021-04-07","SUMATERA BARAT",">=60",3404
"2021-04-12","SUMATERA BARAT",">=60",3484
"2021-04-15","SUMATERA BARAT",">=60",3553
"2021-04-16","SUMATERA BARAT",">=60",3585
"2021-04-17","SUMATERA BARAT",">=60",3613
"2021-04-18","SUMATERA BARAT",">=60",3632
"2021-04-19","SUMATERA BARAT",">=60",3638
"2021-04-20","SUMATERA BARAT",">=60",3673
"2021-04-21","SUMATERA BARAT",">=60",3708
"2021-04-22","SUMATERA BARAT",">=60",3752
"2021-04-23","SUMATERA BARAT",">=60",3770
"2021-04-24","SUMATERA BARAT",">=60",3810
"2021-04-25","SUMATERA BARAT",">=60",3845
"2021-04-26","SUMATERA BARAT",">=60",3859
"2021-04-27","SUMATERA BARAT",">=60",3893
"2021-04-30","SUMATERA BARAT",">=60",4001
"2021-05-01","SUMATERA BARAT",">=60",4034
"2021-05-02","SUMATERA BARAT",">=60",4066
"2021-05-04","SUMATERA BARAT",">=60",4106
"2021-05-06","SUMATERA BARAT",">=60",4211
"2021-05-08","SUMATERA BARAT",">=60",4299
"2021-05-10","SUMATERA BARAT",">=60",4368
"2021-05-13","SUMATERA BARAT",">=60",4494
"2021-05-14","SUMATERA BARAT",">=60",4494
"2021-05-16","SUMATERA BARAT",">=60",4538
"2021-05-19","SUMATERA BARAT",">=60",4651
"2021-05-25","SUMATERA BARAT",">=60",4912
"2021-05-26","SUMATERA BARAT",">=60",4948
"2021-05-29","SUMATERA BARAT",">=60",5052
"2021-05-31","SUMATERA BARAT",">=60",5102
"2021-06-02","SUMATERA BARAT",">=60",5176
"2021-06-10","SUMATERA BARAT",">=60",5506
"2021-06-12","SUMATERA BARAT",">=60",5589
"2021-06-13","SUMATERA BARAT",">=60",5618
"2021-03-24","SUMATERA SELATAN",">=60",2303
"2021-03-28","SUMATERA SELATAN",">=60",2365
"2021-04-07","SUMATERA SELATAN",">=60",2466
"2021-04-12","SUMATERA SELATAN",">=60",2521
"2021-04-15","SUMATERA SELATAN",">=60",2543
"2021-04-16","SUMATERA SELATAN",">=60",2558
"2021-04-17","SUMATERA SELATAN",">=60",2573
"2021-04-18","SUMATERA SELATAN",">=60",2600
"2021-04-19","SUMATERA SELATAN",">=60",2624
"2021-04-20","SUMATERA SELATAN",">=60",2643
"2021-04-21","SUMATERA SELATAN",">=60",2662
"2021-04-22","SUMATERA SELATAN",">=60",2676
"2021-04-23","SUMATERA SELATAN",">=60",2695
"2021-04-24","SUMATERA SELATAN",">=60",2715
"2021-04-25","SUMATERA SELATAN",">=60",2737
"2021-04-26","SUMATERA SELATAN",">=60",2748
"2021-04-27","SUMATERA SELATAN",">=60",2759
"2021-04-30","SUMATERA SELATAN",">=60",2844
"2021-05-01","SUMATERA SELATAN",">=60",2870
"2021-05-02","SUMATERA SELATAN",">=60",2896
"2021-05-04","SUMATERA SELATAN",">=60",2934
"2021-05-06","SUMATERA SELATAN",">=60",2988
"2021-05-08","SUMATERA SELATAN",">=60",3029
"2021-05-10","SUMATERA SELATAN",">=60",3072
"2021-05-13","SUMATERA SELATAN",">=60",3120
"2021-05-14","SUMATERA SELATAN",">=60",3136
"2021-05-16","SUMATERA SELATAN",">=60",3163
"2021-05-19","SUMATERA SELATAN",">=60",3219
"2021-05-25","SUMATERA SELATAN",">=60",3354
"2021-05-26","SUMATERA SELATAN",">=60",3371
"2021-05-29","SUMATERA SELATAN",">=60",3432
"2021-05-31","SUMATERA SELATAN",">=60",3476
"2021-06-02","SUMATERA SELATAN",">=60",3518
"2021-06-10","SUMATERA SELATAN",">=60",3691
"2021-06-12","SUMATERA SELATAN",">=60",3735
"2021-06-13","SUMATERA SELATAN",">=60",3760
"2021-03-24","SUMATERA UTARA",">=60",3100
"2021-03-28","SUMATERA UTARA",">=60",3146
"2021-04-07","SUMATERA UTARA",">=60",3258
"2021-04-12","SUMATERA UTARA",">=60",3313
"2021-04-15","SUMATERA UTARA",">=60",3347
"2021-04-16","SUMATERA UTARA",">=60",3356
"2021-04-17","SUMATERA UTARA",">=60",3364
"2021-04-18","SUMATERA UTARA",">=60",3373
"2021-04-19","SUMATERA UTARA",">=60",3385
"2021-04-20","SUMATERA UTARA",">=60",3397
"2021-04-21","SUMATERA UTARA",">=60",3412
"2021-04-22","SUMATERA UTARA",">=60",3425
"2021-04-23","SUMATERA UTARA",">=60",3437
"2021-04-24","SUMATERA UTARA",">=60",3448
"2021-04-25","SUMATERA UTARA",">=60",3450
"2021-04-26","SUMATERA UTARA",">=60",3469
"2021-04-27","SUMATERA UTARA",">=60",3474
"2021-04-30","SUMATERA UTARA",">=60",3512
"2021-05-01","SUMATERA UTARA",">=60",3524
"2021-05-02","SUMATERA UTARA",">=60",3532
"2021-05-04","SUMATERA UTARA",">=60",3557
"2021-05-06","SUMATERA UTARA",">=60",3580
"2021-05-08","SUMATERA UTARA",">=60",3608
"2021-05-10","SUMATERA UTARA",">=60",3641
"2021-05-13","SUMATERA UTARA",">=60",3674
"2021-05-14","SUMATERA UTARA",">=60",3690
"2021-05-16","SUMATERA UTARA",">=60",3724
"2021-05-19","SUMATERA UTARA",">=60",3756
"2021-05-25","SUMATERA UTARA",">=60",3873
"2021-05-26","SUMATERA UTARA",">=60",3882
"2021-05-29","SUMATERA UTARA",">=60",3918
"2021-05-31","SUMATERA UTARA",">=60",3951
"2021-06-02","SUMATERA UTARA",">=60",3985
"2021-06-10","SUMATERA UTARA",">=60",4134
"2021-06-12","SUMATERA UTARA",">=60",4161
"2021-06-13","SUMATERA UTARA",">=60",4174
"2021-03-24","ACEH","tidak diketahui",21
"2021-03-28","ACEH","tidak diketahui",20
"2021-04-07","ACEH","tidak diketahui",20
"2021-04-12","ACEH","tidak diketahui",20
"2021-04-15","ACEH","tidak diketahui",20
"2021-04-16","ACEH","tidak diketahui",20
"2021-04-17","ACEH","tidak diketahui",20
"2021-04-18","ACEH","tidak diketahui",20
"2021-04-19","ACEH","tidak diketahui",20
"2021-04-20","ACEH","tidak diketahui",20
"2021-04-21","ACEH","tidak diketahui",20
"2021-04-22","ACEH","tidak diketahui",20
"2021-04-23","ACEH","tidak diketahui",20
"2021-04-24","ACEH","tidak diketahui",20
"2021-04-25","ACEH","tidak diketahui",20
"2021-04-26","ACEH","tidak diketahui",20
"2021-04-27","ACEH","tidak diketahui",20
"2021-04-30","ACEH","tidak diketahui",20
"2021-05-01","ACEH","tidak diketahui",20
"2021-05-02","ACEH","tidak diketahui",20
"2021-05-04","ACEH","tidak diketahui",20
"2021-05-06","ACEH","tidak diketahui",20
"2021-05-08","ACEH","tidak diketahui",20
"2021-05-10","ACEH","tidak diketahui",20
"2021-05-13","ACEH","tidak diketahui",20
"2021-05-14","ACEH","tidak diketahui",20
"2021-05-16","ACEH","tidak diketahui",20
"2021-05-19","ACEH","tidak diketahui",20
"2021-05-25","ACEH","tidak diketahui",20
"2021-05-26","ACEH","tidak diketahui",20
"2021-05-29","ACEH","tidak diketahui",20
"2021-05-31","ACEH","tidak diketahui",20
"2021-06-02","ACEH","tidak diketahui",20
"2021-06-10","ACEH","tidak diketahui",20
"2021-06-12","ACEH","tidak diketahui",20
"2021-06-13","ACEH","tidak diketahui",20
"2021-03-24","BALI","tidak diketahui",466
"2021-03-28","BALI","tidak diketahui",466
"2021-04-07","BALI","tidak diketahui",466
"2021-04-12","BALI","tidak diketahui",465
"2021-04-15","BALI","tidak diketahui",465
"2021-04-16","BALI","tidak diketahui",465
"2021-04-17","BALI","tidak diketahui",465
"2021-04-18","BALI","tidak diketahui",465
"2021-04-19","BALI","tidak diketahui",465
"2021-04-20","BALI","tidak diketahui",465
"2021-04-21","BALI","tidak diketahui",465
"2021-04-22","BALI","tidak diketahui",465
"2021-04-23","BALI","tidak diketahui",465
"2021-04-24","BALI","tidak diketahui",465
"2021-04-25","BALI","tidak diketahui",465
"2021-04-26","BALI","tidak diketahui",465
"2021-04-27","BALI","tidak diketahui",465
"2021-04-30","BALI","tidak diketahui",465
"2021-05-01","BALI","tidak diketahui",465
"2021-05-02","BALI","tidak diketahui",465
"2021-05-04","BALI","tidak diketahui",465
"2021-05-06","BALI","tidak diketahui",465
"2021-05-08","BALI","tidak diketahui",465
"2021-05-10","BALI","tidak diketahui",465
"2021-05-13","BALI","tidak diketahui",465
"2021-05-14","BALI","tidak diketahui",465
"2021-05-16","BALI","tidak diketahui",465
"2021-05-19","BALI","tidak diketahui",465
"2021-05-25","BALI","tidak diketahui",465
"2021-05-26","BALI","tidak diketahui",465
"2021-05-29","BALI","tidak diketahui",465
"2021-05-31","BALI","tidak diketahui",465
"2021-06-02","BALI","tidak diketahui",465
"2021-06-10","BALI","tidak diketahui",1
"2021-06-12","BALI","tidak diketahui",44
"2021-06-13","BALI","tidak diketahui",44
"2021-03-24","BANTEN","tidak diketahui",103
"2021-03-28","BANTEN","tidak diketahui",103
"2021-04-07","BANTEN","tidak diketahui",164
"2021-04-12","BANTEN","tidak diketahui",168
"2021-04-15","BANTEN","tidak diketahui",168
"2021-04-16","BANTEN","tidak diketahui",168
"2021-04-17","BANTEN","tidak diketahui",168
"2021-04-18","BANTEN","tidak diketahui",168
"2021-04-19","BANTEN","tidak diketahui",168
"2021-04-20","BANTEN","tidak diketahui",168
"2021-04-21","BANTEN","tidak diketahui",167
"2021-04-22","BANTEN","tidak diketahui",167
"2021-04-23","BANTEN","tidak diketahui",167
"2021-04-24","BANTEN","tidak diketahui",167
"2021-04-25","BANTEN","tidak diketahui",167
"2021-04-26","BANTEN","tidak diketahui",167
"2021-04-27","BANTEN","tidak diketahui",167
"2021-04-30","BANTEN","tidak diketahui",167
"2021-05-01","BANTEN","tidak diketahui",167
"2021-05-02","BANTEN","tidak diketahui",167
"2021-05-04","BANTEN","tidak diketahui",167
"2021-05-06","BANTEN","tidak diketahui",167
"2021-05-08","BANTEN","tidak diketahui",167
"2021-05-10","BANTEN","tidak diketahui",167
"2021-05-13","BANTEN","tidak diketahui",168
"2021-05-14","BANTEN","tidak diketahui",168
"2021-05-16","BANTEN","tidak diketahui",168
"2021-05-19","BANTEN","tidak diketahui",168
"2021-05-25","BANTEN","tidak diketahui",168
"2021-05-26","BANTEN","tidak diketahui",168
"2021-05-29","BANTEN","tidak diketahui",168
"2021-05-31","BANTEN","tidak diketahui",168
"2021-06-02","BANTEN","tidak diketahui",168
"2021-06-10","BANTEN","tidak diketahui",168
"2021-06-12","BANTEN","tidak diketahui",168
"2021-06-13","BANTEN","tidak diketahui",168
"2021-03-24","BENGKULU","tidak diketahui",23
"2021-03-28","BENGKULU","tidak diketahui",23
"2021-04-07","BENGKULU","tidak diketahui",24
"2021-04-12","BENGKULU","tidak diketahui",24
"2021-04-15","BENGKULU","tidak diketahui",24
"2021-04-16","BENGKULU","tidak diketahui",24
"2021-04-17","BENGKULU","tidak diketahui",24
"2021-04-18","BENGKULU","tidak diketahui",25
"2021-04-19","BENGKULU","tidak diketahui",25
