"Tanggal","Provinsi","Rentang Usia","Jumlah"
"2021-04-20","BENGKULU","tidak diketahui",25
"2021-04-21","BENGKULU","tidak diketahui",25
"2021-04-22","BENGKULU","tidak diketahui",25
"2021-04-23","BENGKULU","tidak diketahui",26
"2021-04-24","BENGKULU","tidak diketahui",26
"2021-04-25","BENGKULU","tidak diketahui",26
"2021-04-26","BENGKULU","tidak diketahui",26
"2021-04-27","BENGKULU","tidak diketahui",26
"2021-04-30","BENGKULU","tidak diketahui",26
"2021-05-01","BENGKULU","tidak diketahui",26
"2021-05-02","BENGKULU","tidak diketahui",26
"2021-05-04","BENGKULU","tidak diketahui",26
"2021-05-06","BENGKULU","tidak diketahui",26
"2021-05-08","BENGKULU","tidak diketahui",26
"2021-05-10","BENGKULU","tidak diketahui",26
"2021-05-13","BENGKULU","tidak diketahui",26
"2021-05-14","BENGKULU","tidak diketahui",26
"2021-05-16","BENGKULU","tidak diketahui",26
"2021-05-19","BENGKULU","tidak diketahui",27
"2021-05-25","BENGKULU","tidak diketahui",27
"2021-05-26","BENGKULU","tidak diketahui",27
"2021-05-29","BENGKULU","tidak diketahui",27
"2021-05-31","BENGKULU","tidak diketahui",27
"2021-06-02","BENGKULU","tidak diketahui",27
"2021-06-10","BENGKULU","tidak diketahui",28
"2021-06-12","BENGKULU","tidak diketahui",28
"2021-06-13","BENGKULU","tidak diketahui",28
"2021-03-24","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-03-28","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-07","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-12","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-15","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-16","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-17","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-18","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-19","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-20","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-21","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-22","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-23","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-24","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-25","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-26","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-27","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-04-30","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-01","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-02","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-04","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-06","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-08","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-10","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-13","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-14","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",596
"2021-05-16","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",597
"2021-05-19","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",598
"2021-05-25","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",598
"2021-05-26","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",598
"2021-05-29","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",598
"2021-05-31","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",605
"2021-06-02","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",608
"2021-06-10","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",610
"2021-06-12","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",610
"2021-06-13","DAERAH ISTIMEWA YOGYAKARTA","tidak diketahui",610
"2021-03-24","DKI JAKARTA","tidak diketahui",7111
"2021-03-28","DKI JAKARTA","tidak diketahui",7123
"2021-04-07","DKI JAKARTA","tidak diketahui",7131
"2021-04-12","DKI JAKARTA","tidak diketahui",7131
"2021-04-15","DKI JAKARTA","tidak diketahui",7132
"2021-04-16","DKI JAKARTA","tidak diketahui",7132
"2021-04-17","DKI JAKARTA","tidak diketahui",7132
"2021-04-18","DKI JAKARTA","tidak diketahui",7132
"2021-04-19","DKI JAKARTA","tidak diketahui",7132
"2021-04-20","DKI JAKARTA","tidak diketahui",7132
"2021-04-21","DKI JAKARTA","tidak diketahui",7132
"2021-04-22","DKI JAKARTA","tidak diketahui",7132
"2021-04-23","DKI JAKARTA","tidak diketahui",7132
"2021-04-24","DKI JAKARTA","tidak diketahui",7155
"2021-04-25","DKI JAKARTA","tidak diketahui",7155
"2021-04-26","DKI JAKARTA","tidak diketahui",7155
"2021-04-27","DKI JAKARTA","tidak diketahui",7155
"2021-04-30","DKI JAKARTA","tidak diketahui",7155
"2021-05-01","DKI JAKARTA","tidak diketahui",7155
"2021-05-02","DKI JAKARTA","tidak diketahui",7155
"2021-05-04","DKI JAKARTA","tidak diketahui",7155
"2021-05-06","DKI JAKARTA","tidak diketahui",7156
"2021-05-08","DKI JAKARTA","tidak diketahui",7156
"2021-05-10","DKI JAKARTA","tidak diketahui",7165
"2021-05-13","DKI JAKARTA","tidak diketahui",7165
"2021-05-14","DKI JAKARTA","tidak diketahui",7165
"2021-05-16","DKI JAKARTA","tidak diketahui",7165
"2021-05-19","DKI JAKARTA","tidak diketahui",7165
"2021-05-25","DKI JAKARTA","tidak diketahui",7165
"2021-05-26","DKI JAKARTA","tidak diketahui",7165
"2021-05-29","DKI JAKARTA","tidak diketahui",7165
"2021-05-31","DKI JAKARTA","tidak diketahui",7165
"2021-06-02","DKI JAKARTA","tidak diketahui",7165
"2021-06-10","DKI JAKARTA","tidak diketahui",7165
"2021-06-12","DKI JAKARTA","tidak diketahui",7165
"2021-06-13","DKI JAKARTA","tidak diketahui",7169
"2021-03-24","GORONTALO","tidak diketahui",45
"2021-03-28","GORONTALO","tidak diketahui",44
"2021-04-07","GORONTALO","tidak diketahui",44
"2021-04-12","GORONTALO","tidak diketahui",44
"2021-04-15","GORONTALO","tidak diketahui",44
"2021-04-16","GORONTALO","tidak diketahui",44
"2021-04-17","GORONTALO","tidak diketahui",44
"2021-04-18","GORONTALO","tidak diketahui",44
"2021-04-19","GORONTALO","tidak diketahui",44
"2021-04-20","GORONTALO","tidak diketahui",44
"2021-04-21","GORONTALO","tidak diketahui",44
"2021-04-22","GORONTALO","tidak diketahui",44
"2021-04-23","GORONTALO","tidak diketahui",44
"2021-04-24","GORONTALO","tidak diketahui",44
"2021-04-25","GORONTALO","tidak diketahui",44
"2021-04-26","GORONTALO","tidak diketahui",44
"2021-04-27","GORONTALO","tidak diketahui",44
"2021-04-30","GORONTALO","tidak diketahui",44
"2021-05-01","GORONTALO","tidak diketahui",44
"2021-05-02","GORONTALO","tidak diketahui",44
"2021-05-04","GORONTALO","tidak diketahui",44
"2021-05-06","GORONTALO","tidak diketahui",44
"2021-05-08","GORONTALO","tidak diketahui",44
"2021-05-10","GORONTALO","tidak diketahui",44
"2021-05-13","GORONTALO","tidak diketahui",44
"2021-05-14","GORONTALO","tidak diketahui",44
"2021-05-16","GORONTALO","tidak diketahui",44
"2021-05-19","GORONTALO","tidak diketahui",44
"2021-05-25","GORONTALO","tidak diketahui",44
"2021-05-26","GORONTALO","tidak diketahui",44
"2021-05-29","GORONTALO","tidak diketahui",44
"2021-05-31","GORONTALO","tidak diketahui",44
"2021-06-02","GORONTALO","tidak diketahui",44
"2021-06-10","GORONTALO","tidak diketahui",44
"2021-06-12","GORONTALO","tidak diketahui",44
"2021-06-13","GORONTALO","tidak diketahui",44
"2021-03-24","JAMBI","tidak diketahui",61
"2021-03-28","JAMBI","tidak diketahui",61
"2021-04-07","JAMBI","tidak diketahui",61
"2021-04-12","JAMBI","tidak diketahui",61
"2021-04-15","JAMBI","tidak diketahui",61
"2021-04-16","JAMBI","tidak diketahui",61
"2021-04-17","JAMBI","tidak diketahui",61
"2021-04-18","JAMBI","tidak diketahui",61
"2021-04-19","JAMBI","tidak diketahui",61
"2021-04-20","JAMBI","tidak diketahui",61
"2021-04-21","JAMBI","tidak diketahui",61
"2021-04-22","JAMBI","tidak diketahui",61
"2021-04-23","JAMBI","tidak diketahui",61
"2021-04-24","JAMBI","tidak diketahui",61
"2021-04-25","JAMBI","tidak diketahui",61
"2021-04-26","JAMBI","tidak diketahui",61
"2021-04-27","JAMBI","tidak diketahui",61
"2021-04-30","JAMBI","tidak diketahui",61
"2021-05-01","JAMBI","tidak diketahui",61
"2021-05-02","JAMBI","tidak diketahui",61
"2021-05-04","JAMBI","tidak diketahui",61
"2021-05-06","JAMBI","tidak diketahui",62
"2021-05-08","JAMBI","tidak diketahui",62
"2021-05-10","JAMBI","tidak diketahui",62
"2021-05-13","JAMBI","tidak diketahui",62
"2021-05-14","JAMBI","tidak diketahui",62
"2021-05-16","JAMBI","tidak diketahui",62
"2021-05-19","JAMBI","tidak diketahui",62
"2021-05-25","JAMBI","tidak diketahui",62
"2021-05-26","JAMBI","tidak diketahui",62
"2021-05-29","JAMBI","tidak diketahui",62
"2021-05-31","JAMBI","tidak diketahui",62
"2021-06-02","JAMBI","tidak diketahui",62
"2021-06-10","JAMBI","tidak diketahui",62
"2021-06-12","JAMBI","tidak diketahui",62
"2021-06-13","JAMBI","tidak diketahui",62
"2021-03-24","JAWA BARAT","tidak diketahui",8012
"2021-03-28","JAWA BARAT","tidak diketahui",8000
"2021-04-07","JAWA BARAT","tidak diketahui",7985
"2021-04-12","JAWA BARAT","tidak diketahui",7985
"2021-04-15","JAWA BARAT","tidak diketahui",7984
"2021-04-16","JAWA BARAT","tidak diketahui",7984
"2021-04-17","JAWA BARAT","tidak diketahui",7984
"2021-04-18","JAWA BARAT","tidak diketahui",7984
"2021-04-19","JAWA BARAT","tidak diketahui",7984
"2021-04-20","JAWA BARAT","tidak diketahui",7984
"2021-04-21","JAWA BARAT","tidak diketahui",7984
"2021-04-22","JAWA BARAT","tidak diketahui",7984
"2021-04-23","JAWA BARAT","tidak diketahui",7982
"2021-04-24","JAWA BARAT","tidak diketahui",7982
"2021-04-25","JAWA BARAT","tidak diketahui",7982
"2021-04-26","JAWA BARAT","tidak diketahui",7983
"2021-04-27","JAWA BARAT","tidak diketahui",7982
"2021-04-30","JAWA BARAT","tidak diketahui",7980
"2021-05-01","JAWA BARAT","tidak diketahui",7980
"2021-05-02","JAWA BARAT","tidak diketahui",7980
"2021-05-04","JAWA BARAT","tidak diketahui",7978
"2021-05-06","JAWA BARAT","tidak diketahui",7977
"2021-05-08","JAWA BARAT","tidak diketahui",7978
"2021-05-10","JAWA BARAT","tidak diketahui",7978
"2021-05-13","JAWA BARAT","tidak diketahui",7977
"2021-05-14","JAWA BARAT","tidak diketahui",8013
"2021-05-16","JAWA BARAT","tidak diketahui",8019
"2021-05-19","JAWA BARAT","tidak diketahui",7875
"2021-05-25","JAWA BARAT","tidak diketahui",7866
"2021-05-26","JAWA BARAT","tidak diketahui",7867
"2021-05-29","JAWA BARAT","tidak diketahui",7837
"2021-05-31","JAWA BARAT","tidak diketahui",7837
"2021-06-02","JAWA BARAT","tidak diketahui",7836
"2021-06-10","JAWA BARAT","tidak diketahui",7867
"2021-06-12","JAWA BARAT","tidak diketahui",7867
"2021-06-13","JAWA BARAT","tidak diketahui",7867
"2021-03-24","JAWA TENGAH","tidak diketahui",248
"2021-03-28","JAWA TENGAH","tidak diketahui",248
"2021-04-07","JAWA TENGAH","tidak diketahui",250
"2021-04-12","JAWA TENGAH","tidak diketahui",251
"2021-04-15","JAWA TENGAH","tidak diketahui",251
"2021-04-16","JAWA TENGAH","tidak diketahui",251
"2021-04-17","JAWA TENGAH","tidak diketahui",251
"2021-04-18","JAWA TENGAH","tidak diketahui",251
"2021-04-19","JAWA TENGAH","tidak diketahui",251
"2021-04-20","JAWA TENGAH","tidak diketahui",252
"2021-04-21","JAWA TENGAH","tidak diketahui",252
"2021-04-22","JAWA TENGAH","tidak diketahui",252
"2021-04-23","JAWA TENGAH","tidak diketahui",252
"2021-04-24","JAWA TENGAH","tidak diketahui",253
"2021-04-25","JAWA TENGAH","tidak diketahui",253
"2021-04-26","JAWA TENGAH","tidak diketahui",254
"2021-04-27","JAWA TENGAH","tidak diketahui",254
"2021-04-30","JAWA TENGAH","tidak diketahui",254
"2021-05-01","JAWA TENGAH","tidak diketahui",254
"2021-05-02","JAWA TENGAH","tidak diketahui",254
"2021-05-04","JAWA TENGAH","tidak diketahui",254
"2021-05-06","JAWA TENGAH","tidak diketahui",254
"2021-05-08","JAWA TENGAH","tidak diketahui",254
"2021-05-10","JAWA TENGAH","tidak diketahui",254
"2021-05-13","JAWA TENGAH","tidak diketahui",254
"2021-05-14","JAWA TENGAH","tidak diketahui",254
"2021-05-16","JAWA TENGAH","tidak diketahui",254
"2021-05-19","JAWA TENGAH","tidak diketahui",254
"2021-05-25","JAWA TENGAH","tidak diketahui",254
"2021-05-26","JAWA TENGAH","tidak diketahui",254
"2021-05-29","JAWA TENGAH","tidak diketahui",254
"2021-05-31","JAWA TENGAH","tidak diketahui",264
"2021-06-02","JAWA TENGAH","tidak diketahui",263
"2021-06-10","JAWA TENGAH","tidak diketahui",263
"2021-06-12","JAWA TENGAH","tidak diketahui",264
"2021-06-13","JAWA TENGAH","tidak diketahui",264
"2021-03-24","JAWA TIMUR","tidak diketahui",958
"2021-03-28","JAWA TIMUR","tidak diketahui",959
"2021-04-07","JAWA TIMUR","tidak diketahui",958
"2021-04-12","JAWA TIMUR","tidak diketahui",959
"2021-04-15","JAWA TIMUR","tidak diketahui",958
"2021-04-16","JAWA TIMUR","tidak diketahui",958
"2021-04-17","JAWA TIMUR","tidak diketahui",958
"2021-04-18","JAWA TIMUR","tidak diketahui",958
"2021-04-19","JAWA TIMUR","tidak diketahui",959
"2021-04-20","JAWA TIMUR","tidak diketahui",959
"2021-04-21","JAWA TIMUR","tidak diketahui",959
"2021-04-22","JAWA TIMUR","tidak diketahui",959
"2021-04-23","JAWA TIMUR","tidak diketahui",959
"2021-04-24","JAWA TIMUR","tidak diketahui",960
"2021-04-25","JAWA TIMUR","tidak diketahui",960
"2021-04-26","JAWA TIMUR","tidak diketahui",960
"2021-04-27","JAWA TIMUR","tidak diketahui",960
"2021-04-30","JAWA TIMUR","tidak diketahui",961
"2021-05-01","JAWA TIMUR","tidak diketahui",961
"2021-05-02","JAWA TIMUR","tidak diketahui",961
"2021-05-04","JAWA TIMUR","tidak diketahui",961
"2021-05-06","JAWA TIMUR","tidak diketahui",962
"2021-05-08","JAWA TIMUR","tidak diketahui",962
"2021-05-10","JAWA TIMUR","tidak diketahui",962
"2021-05-13","JAWA TIMUR","tidak diketahui",962
"2021-05-14","JAWA TIMUR","tidak diketahui",962
"2021-05-16","JAWA TIMUR","tidak diketahui",962
"2021-05-19","JAWA TIMUR","tidak diketahui",963
"2021-05-25","JAWA TIMUR","tidak diketahui",964
"2021-05-26","JAWA TIMUR","tidak diketahui",964
"2021-05-29","JAWA TIMUR","tidak diketahui",966
"2021-05-31","JAWA TIMUR","tidak diketahui",966
"2021-06-02","JAWA TIMUR","tidak diketahui",966
"2021-06-10","JAWA TIMUR","tidak diketahui",968
"2021-06-12","JAWA TIMUR","tidak diketahui",968
"2021-06-13","JAWA TIMUR","tidak diketahui",969
"2021-03-24","KALIMANTAN BARAT","tidak diketahui",81
"2021-03-28","KALIMANTAN BARAT","tidak diketahui",81
"2021-04-07","KALIMANTAN BARAT","tidak diketahui",83
"2021-04-12","KALIMANTAN BARAT","tidak diketahui",95
"2021-04-15","KALIMANTAN BARAT","tidak diketahui",96
"2021-04-16","KALIMANTAN BARAT","tidak diketahui",96
"2021-04-17","KALIMANTAN BARAT","tidak diketahui",96
"2021-04-18","KALIMANTAN BARAT","tidak diketahui",96
"2021-04-19","KALIMANTAN BARAT","tidak diketahui",96
"2021-04-20","KALIMANTAN BARAT","tidak diketahui",98
"2021-04-21","KALIMANTAN BARAT","tidak diketahui",98
"2021-04-22","KALIMANTAN BARAT","tidak diketahui",104
"2021-04-23","KALIMANTAN BARAT","tidak diketahui",104
"2021-04-24","KALIMANTAN BARAT","tidak diketahui",107
"2021-04-25","KALIMANTAN BARAT","tidak diketahui",107
"2021-04-26","KALIMANTAN BARAT","tidak diketahui",107
"2021-04-27","KALIMANTAN BARAT","tidak diketahui",107
"2021-04-30","KALIMANTAN BARAT","tidak diketahui",107
"2021-05-01","KALIMANTAN BARAT","tidak diketahui",107
"2021-05-02","KALIMANTAN BARAT","tidak diketahui",107
"2021-05-04","KALIMANTAN BARAT","tidak diketahui",107
"2021-05-06","KALIMANTAN BARAT","tidak diketahui",107
"2021-05-08","KALIMANTAN BARAT","tidak diketahui",108
"2021-05-10","KALIMANTAN BARAT","tidak diketahui",109
"2021-05-13","KALIMANTAN BARAT","tidak diketahui",111
"2021-05-14","KALIMANTAN BARAT","tidak diketahui",111
"2021-05-16","KALIMANTAN BARAT","tidak diketahui",112
"2021-05-19","KALIMANTAN BARAT","tidak diketahui",113
"2021-05-25","KALIMANTAN BARAT","tidak diketahui",114
"2021-05-26","KALIMANTAN BARAT","tidak diketahui",114
"2021-05-29","KALIMANTAN BARAT","tidak diketahui",114
"2021-05-31","KALIMANTAN BARAT","tidak diketahui",114
"2021-06-02","KALIMANTAN BARAT","tidak diketahui",114
"2021-06-10","KALIMANTAN BARAT","tidak diketahui",115
"2021-06-12","KALIMANTAN BARAT","tidak diketahui",116
"2021-06-13","KALIMANTAN BARAT","tidak diketahui",116
"2021-03-24","KALIMANTAN SELATAN","tidak diketahui",669
"2021-03-28","KALIMANTAN SELATAN","tidak diketahui",782
"2021-04-07","KALIMANTAN SELATAN","tidak diketahui",804
"2021-04-12","KALIMANTAN SELATAN","tidak diketahui",813
"2021-04-15","KALIMANTAN SELATAN","tidak diketahui",818
"2021-04-16","KALIMANTAN SELATAN","tidak diketahui",819
"2021-04-17","KALIMANTAN SELATAN","tidak diketahui",827
"2021-04-18","KALIMANTAN SELATAN","tidak diketahui",851
"2021-04-19","KALIMANTAN SELATAN","tidak diketahui",852
"2021-04-20","KALIMANTAN SELATAN","tidak diketahui",850
"2021-04-21","KALIMANTAN SELATAN","tidak diketahui",850
"2021-04-22","KALIMANTAN SELATAN","tidak diketahui",851
"2021-04-23","KALIMANTAN SELATAN","tidak diketahui",851
"2021-04-24","KALIMANTAN SELATAN","tidak diketahui",854
"2021-04-25","KALIMANTAN SELATAN","tidak diketahui",854
"2021-04-26","KALIMANTAN SELATAN","tidak diketahui",854
"2021-04-27","KALIMANTAN SELATAN","tidak diketahui",854
"2021-04-30","KALIMANTAN SELATAN","tidak diketahui",855
"2021-05-01","KALIMANTAN SELATAN","tidak diketahui",856
"2021-05-02","KALIMANTAN SELATAN","tidak diketahui",855
"2021-05-04","KALIMANTAN SELATAN","tidak diketahui",855
"2021-05-06","KALIMANTAN SELATAN","tidak diketahui",855
"2021-05-08","KALIMANTAN SELATAN","tidak diketahui",855
"2021-05-10","KALIMANTAN SELATAN","tidak diketahui",853
"2021-05-13","KALIMANTAN SELATAN","tidak diketahui",854
"2021-05-14","KALIMANTAN SELATAN","tidak diketahui",854
"2021-05-16","KALIMANTAN SELATAN","tidak diketahui",854
"2021-05-19","KALIMANTAN SELATAN","tidak diketahui",855
"2021-05-25","KALIMANTAN SELATAN","tidak diketahui",856
"2021-05-26","KALIMANTAN SELATAN","tidak diketahui",856
"2021-05-29","KALIMANTAN SELATAN","tidak diketahui",856
"2021-05-31","KALIMANTAN SELATAN","tidak diketahui",856
"2021-06-02","KALIMANTAN SELATAN","tidak diketahui",857
"2021-06-10","KALIMANTAN SELATAN","tidak diketahui",859
"2021-06-12","KALIMANTAN SELATAN","tidak diketahui",859
"2021-06-13","KALIMANTAN SELATAN","tidak diketahui",859
"2021-03-24","KALIMANTAN TENGAH","tidak diketahui",293
"2021-03-28","KALIMANTAN TENGAH","tidak diketahui",296
"2021-04-07","KALIMANTAN TENGAH","tidak diketahui",301
"2021-04-12","KALIMANTAN TENGAH","tidak diketahui",302
"2021-04-15","KALIMANTAN TENGAH","tidak diketahui",305
"2021-04-16","KALIMANTAN TENGAH","tidak diketahui",305
"2021-04-17","KALIMANTAN TENGAH","tidak diketahui",305
"2021-04-18","KALIMANTAN TENGAH","tidak diketahui",305
"2021-04-19","KALIMANTAN TENGAH","tidak diketahui",305
"2021-04-20","KALIMANTAN TENGAH","tidak diketahui",307
"2021-04-21","KALIMANTAN TENGAH","tidak diketahui",307
"2021-04-22","KALIMANTAN TENGAH","tidak diketahui",307
"2021-04-23","KALIMANTAN TENGAH","tidak diketahui",307
"2021-04-24","KALIMANTAN TENGAH","tidak diketahui",308
"2021-04-25","KALIMANTAN TENGAH","tidak diketahui",308
"2021-04-26","KALIMANTAN TENGAH","tidak diketahui",309
"2021-04-27","KALIMANTAN TENGAH","tidak diketahui",309
"2021-04-30","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-01","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-02","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-04","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-06","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-08","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-10","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-13","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-14","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-16","KALIMANTAN TENGAH","tidak diketahui",310
"2021-05-19","KALIMANTAN TENGAH","tidak diketahui",311
"2021-05-25","KALIMANTAN TENGAH","tidak diketahui",311
"2021-05-26","KALIMANTAN TENGAH","tidak diketahui",312
"2021-05-29","KALIMANTAN TENGAH","tidak diketahui",314
"2021-05-31","KALIMANTAN TENGAH","tidak diketahui",314
"2021-06-02","KALIMANTAN TENGAH","tidak diketahui",314
"2021-06-10","KALIMANTAN TENGAH","tidak diketahui",315
"2021-06-12","KALIMANTAN TENGAH","tidak diketahui",316
"2021-06-13","KALIMANTAN TENGAH","tidak diketahui",317
"2021-03-24","KALIMANTAN TIMUR","tidak diketahui",2367
"2021-03-28","KALIMANTAN TIMUR","tidak diketahui",2345
"2021-04-07","KALIMANTAN TIMUR","tidak diketahui",2312
"2021-04-12","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-15","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-16","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-17","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-18","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-19","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-20","KALIMANTAN TIMUR","tidak diketahui",2310
"2021-04-21","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-22","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-23","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-24","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-25","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-26","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-27","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-04-30","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-01","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-02","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-04","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-06","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-08","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-10","KALIMANTAN TIMUR","tidak diketahui",2309
"2021-05-13","KALIMANTAN TIMUR","tidak diketahui",2309
