"Tanggal","Provinsi","Status Covid-19","Total"
"2021-04-25","KALIMANTAN TIMUR","kumulatif",67896
"2021-04-26","KALIMANTAN TIMUR","kumulatif",67978
"2021-04-27","KALIMANTAN TIMUR","kumulatif",68136
"2021-04-30","KALIMANTAN TIMUR","kumulatif",68628
"2021-05-01","KALIMANTAN TIMUR","kumulatif",68765
"2021-05-02","KALIMANTAN TIMUR","kumulatif",68817
"2021-05-04","KALIMANTAN TIMUR","kumulatif",69038
"2021-05-06","KALIMANTAN TIMUR","kumulatif",69279
"2021-05-08","KALIMANTAN TIMUR","kumulatif",69493
"2021-05-10","KALIMANTAN TIMUR","kumulatif",69673
"2021-05-13","KALIMANTAN TIMUR","kumulatif",69958
"2021-05-14","KALIMANTAN TIMUR","kumulatif",69971
"2021-05-16","KALIMANTAN TIMUR","kumulatif",70079
"2021-05-19","KALIMANTAN TIMUR","kumulatif",70404
"2021-05-25","KALIMANTAN TIMUR","kumulatif",71010
"2021-05-26","KALIMANTAN TIMUR","kumulatif",71092
"2021-05-29","KALIMANTAN TIMUR","kumulatif",71370
"2021-05-31","KALIMANTAN TIMUR","kumulatif",71599
"2021-06-02","KALIMANTAN TIMUR","kumulatif",71753
"2021-06-10","KALIMANTAN TIMUR","kumulatif",72436
"2021-06-12","KALIMANTAN TIMUR","kumulatif",72592
"2021-06-13","KALIMANTAN TIMUR","kumulatif",72701
"2021-03-24","KALIMANTAN UTARA","kumulatif",10887
"2021-03-28","KALIMANTAN UTARA","kumulatif",11058
"2021-04-07","KALIMANTAN UTARA","kumulatif",11302
"2021-04-12","KALIMANTAN UTARA","kumulatif",11398
"2021-04-15","KALIMANTAN UTARA","kumulatif",11457
"2021-04-16","KALIMANTAN UTARA","kumulatif",11464
"2021-04-17","KALIMANTAN UTARA","kumulatif",11479
"2021-04-18","KALIMANTAN UTARA","kumulatif",11534
"2021-04-19","KALIMANTAN UTARA","kumulatif",11551
"2021-04-20","KALIMANTAN UTARA","kumulatif",11575
"2021-04-21","KALIMANTAN UTARA","kumulatif",11585
"2021-04-22","KALIMANTAN UTARA","kumulatif",11609
"2021-04-23","KALIMANTAN UTARA","kumulatif",11628
"2021-04-24","KALIMANTAN UTARA","kumulatif",11639
"2021-04-25","KALIMANTAN UTARA","kumulatif",11655
"2021-04-26","KALIMANTAN UTARA","kumulatif",11678
"2021-04-27","KALIMANTAN UTARA","kumulatif",11702
"2021-04-30","KALIMANTAN UTARA","kumulatif",11745
"2021-05-01","KALIMANTAN UTARA","kumulatif",11752
"2021-05-02","KALIMANTAN UTARA","kumulatif",11786
"2021-05-04","KALIMANTAN UTARA","kumulatif",11821
"2021-05-06","KALIMANTAN UTARA","kumulatif",11832
"2021-05-08","KALIMANTAN UTARA","kumulatif",11851
"2021-05-10","KALIMANTAN UTARA","kumulatif",11871
"2021-05-13","KALIMANTAN UTARA","kumulatif",11882
"2021-05-14","KALIMANTAN UTARA","kumulatif",11891
"2021-05-16","KALIMANTAN UTARA","kumulatif",11895
"2021-05-19","KALIMANTAN UTARA","kumulatif",11942
"2021-05-25","KALIMANTAN UTARA","kumulatif",12170
"2021-05-26","KALIMANTAN UTARA","kumulatif",12183
"2021-05-29","KALIMANTAN UTARA","kumulatif",12234
"2021-05-31","KALIMANTAN UTARA","kumulatif",12270
"2021-06-02","KALIMANTAN UTARA","kumulatif",12306
"2021-06-10","KALIMANTAN UTARA","kumulatif",12418
"2021-06-12","KALIMANTAN UTARA","kumulatif",12435
"2021-06-13","KALIMANTAN UTARA","kumulatif",12468
"2021-03-24","KEPULAUAN BANGKA BELITUNG","kumulatif",8822
"2021-03-28","KEPULAUAN BANGKA BELITUNG","kumulatif",9144
"2021-04-07","KEPULAUAN BANGKA BELITUNG","kumulatif",9889
"2021-04-12","KEPULAUAN BANGKA BELITUNG","kumulatif",10373
"2021-04-15","KEPULAUAN BANGKA BELITUNG","kumulatif",10822
"2021-04-16","KEPULAUAN BANGKA BELITUNG","kumulatif",10968
"2021-04-17","KEPULAUAN BANGKA BELITUNG","kumulatif",11062
"2021-04-18","KEPULAUAN BANGKA BELITUNG","kumulatif",11176
"2021-04-19","KEPULAUAN BANGKA BELITUNG","kumulatif",11252
"2021-04-20","KEPULAUAN BANGKA BELITUNG","kumulatif",11404
"2021-04-21","KEPULAUAN BANGKA BELITUNG","kumulatif",11566
"2021-04-22","KEPULAUAN BANGKA BELITUNG","kumulatif",11699
"2021-04-23","KEPULAUAN BANGKA BELITUNG","kumulatif",12038
"2021-04-24","KEPULAUAN BANGKA BELITUNG","kumulatif",12205
"2021-04-25","KEPULAUAN BANGKA BELITUNG","kumulatif",12468
"2021-04-26","KEPULAUAN BANGKA BELITUNG","kumulatif",12662
"2021-04-27","KEPULAUAN BANGKA BELITUNG","kumulatif",12822
"2021-04-30","KEPULAUAN BANGKA BELITUNG","kumulatif",13446
"2021-05-01","KEPULAUAN BANGKA BELITUNG","kumulatif",13646
"2021-05-02","KEPULAUAN BANGKA BELITUNG","kumulatif",13739
"2021-05-04","KEPULAUAN BANGKA BELITUNG","kumulatif",13988
"2021-05-06","KEPULAUAN BANGKA BELITUNG","kumulatif",14281
"2021-05-08","KEPULAUAN BANGKA BELITUNG","kumulatif",14745
"2021-05-10","KEPULAUAN BANGKA BELITUNG","kumulatif",15041
"2021-05-13","KEPULAUAN BANGKA BELITUNG","kumulatif",15468
"2021-05-14","KEPULAUAN BANGKA BELITUNG","kumulatif",15533
"2021-05-16","KEPULAUAN BANGKA BELITUNG","kumulatif",15649
"2021-05-19","KEPULAUAN BANGKA BELITUNG","kumulatif",16052
"2021-05-25","KEPULAUAN BANGKA BELITUNG","kumulatif",17160
"2021-05-26","KEPULAUAN BANGKA BELITUNG","kumulatif",17431
"2021-05-29","KEPULAUAN BANGKA BELITUNG","kumulatif",17922
"2021-05-31","KEPULAUAN BANGKA BELITUNG","kumulatif",18297
"2021-06-02","KEPULAUAN BANGKA BELITUNG","kumulatif",18487
"2021-06-10","KEPULAUAN BANGKA BELITUNG","kumulatif",19504
"2021-06-12","KEPULAUAN BANGKA BELITUNG","kumulatif",19658
"2021-06-13","KEPULAUAN BANGKA BELITUNG","kumulatif",19701
"2021-03-24","KEPULAUAN RIAU","kumulatif",9039
"2021-03-28","KEPULAUAN RIAU","kumulatif",9143
"2021-04-07","KEPULAUAN RIAU","kumulatif",9415
"2021-04-12","KEPULAUAN RIAU","kumulatif",9586
"2021-04-15","KEPULAUAN RIAU","kumulatif",9847
"2021-04-16","KEPULAUAN RIAU","kumulatif",9913
"2021-04-17","KEPULAUAN RIAU","kumulatif",9982
"2021-04-18","KEPULAUAN RIAU","kumulatif",10070
"2021-04-19","KEPULAUAN RIAU","kumulatif",10096
"2021-04-20","KEPULAUAN RIAU","kumulatif",10182
"2021-04-21","KEPULAUAN RIAU","kumulatif",10242
"2021-04-22","KEPULAUAN RIAU","kumulatif",10327
"2021-04-23","KEPULAUAN RIAU","kumulatif",10377
"2021-04-24","KEPULAUAN RIAU","kumulatif",10478
"2021-04-25","KEPULAUAN RIAU","kumulatif",10626
"2021-04-26","KEPULAUAN RIAU","kumulatif",10763
"2021-04-27","KEPULAUAN RIAU","kumulatif",10838
"2021-04-30","KEPULAUAN RIAU","kumulatif",11175
"2021-05-01","KEPULAUAN RIAU","kumulatif",11355
"2021-05-02","KEPULAUAN RIAU","kumulatif",11500
"2021-05-04","KEPULAUAN RIAU","kumulatif",11787
"2021-05-06","KEPULAUAN RIAU","kumulatif",12134
"2021-05-08","KEPULAUAN RIAU","kumulatif",12340
"2021-05-10","KEPULAUAN RIAU","kumulatif",12541
"2021-05-13","KEPULAUAN RIAU","kumulatif",12911
"2021-05-14","KEPULAUAN RIAU","kumulatif",13009
"2021-05-16","KEPULAUAN RIAU","kumulatif",13421
"2021-05-19","KEPULAUAN RIAU","kumulatif",13828
"2021-05-25","KEPULAUAN RIAU","kumulatif",15096
"2021-05-26","KEPULAUAN RIAU","kumulatif",15286
"2021-05-29","KEPULAUAN RIAU","kumulatif",16372
"2021-05-31","KEPULAUAN RIAU","kumulatif",16827
"2021-06-02","KEPULAUAN RIAU","kumulatif",17405
"2021-06-10","KEPULAUAN RIAU","kumulatif",19550
"2021-06-12","KEPULAUAN RIAU","kumulatif",20132
"2021-06-13","KEPULAUAN RIAU","kumulatif",20347
"2021-03-24","LAMPUNG","kumulatif",13701
"2021-03-28","LAMPUNG","kumulatif",13878
"2021-04-07","LAMPUNG","kumulatif",14316
"2021-04-12","LAMPUNG","kumulatif",14578
"2021-04-15","LAMPUNG","kumulatif",14763
"2021-04-16","LAMPUNG","kumulatif",14830
"2021-04-17","LAMPUNG","kumulatif",14900
"2021-04-18","LAMPUNG","kumulatif",14988
"2021-04-19","LAMPUNG","kumulatif",15079
"2021-04-20","LAMPUNG","kumulatif",15186
"2021-04-21","LAMPUNG","kumulatif",15274
"2021-04-22","LAMPUNG","kumulatif",15337
"2021-04-23","LAMPUNG","kumulatif",15417
"2021-04-24","LAMPUNG","kumulatif",15485
"2021-04-25","LAMPUNG","kumulatif",15566
"2021-04-26","LAMPUNG","kumulatif",15633
"2021-04-27","LAMPUNG","kumulatif",15702
"2021-04-30","LAMPUNG","kumulatif",15975
"2021-05-01","LAMPUNG","kumulatif",16041
"2021-05-02","LAMPUNG","kumulatif",16116
"2021-05-04","LAMPUNG","kumulatif",16263
"2021-05-06","LAMPUNG","kumulatif",16407
"2021-05-08","LAMPUNG","kumulatif",16537
"2021-05-10","LAMPUNG","kumulatif",16635
"2021-05-13","LAMPUNG","kumulatif",16857
"2021-05-14","LAMPUNG","kumulatif",16886
"2021-05-16","LAMPUNG","kumulatif",17009
"2021-05-19","LAMPUNG","kumulatif",17188
"2021-05-25","LAMPUNG","kumulatif",17695
"2021-05-26","LAMPUNG","kumulatif",17770
"2021-05-29","LAMPUNG","kumulatif",18009
"2021-05-31","LAMPUNG","kumulatif",18197
"2021-06-02","LAMPUNG","kumulatif",18384
"2021-06-10","LAMPUNG","kumulatif",19166
"2021-06-12","LAMPUNG","kumulatif",19351
"2021-06-13","LAMPUNG","kumulatif",19464
"2021-03-24","MALUKU","kumulatif",7283
"2021-03-28","MALUKU","kumulatif",7340
"2021-04-07","MALUKU","kumulatif",7392
"2021-04-12","MALUKU","kumulatif",7435
"2021-04-15","MALUKU","kumulatif",7455
"2021-04-16","MALUKU","kumulatif",7460
"2021-04-17","MALUKU","kumulatif",7473
"2021-04-18","MALUKU","kumulatif",7486
"2021-04-19","MALUKU","kumulatif",7488
"2021-04-20","MALUKU","kumulatif",7489
"2021-04-21","MALUKU","kumulatif",7499
"2021-04-22","MALUKU","kumulatif",7499
"2021-04-23","MALUKU","kumulatif",7507
"2021-04-24","MALUKU","kumulatif",7507
"2021-04-25","MALUKU","kumulatif",7515
"2021-04-26","MALUKU","kumulatif",7515
"2021-04-27","MALUKU","kumulatif",7515
"2021-04-30","MALUKU","kumulatif",7530
"2021-05-01","MALUKU","kumulatif",7530
"2021-05-02","MALUKU","kumulatif",7535
"2021-05-04","MALUKU","kumulatif",7549
"2021-05-06","MALUKU","kumulatif",7574
"2021-05-08","MALUKU","kumulatif",7593
"2021-05-10","MALUKU","kumulatif",7596
"2021-05-13","MALUKU","kumulatif",7597
"2021-05-14","MALUKU","kumulatif",7629
"2021-05-16","MALUKU","kumulatif",7636
"2021-05-19","MALUKU","kumulatif",7656
"2021-05-25","MALUKU","kumulatif",7718
"2021-05-26","MALUKU","kumulatif",7718
"2021-05-29","MALUKU","kumulatif",7741
"2021-05-31","MALUKU","kumulatif",7744
"2021-06-02","MALUKU","kumulatif",7744
"2021-06-10","MALUKU","kumulatif",7828
"2021-06-12","MALUKU","kumulatif",7856
"2021-06-13","MALUKU","kumulatif",7887
"2021-03-24","MALUKU UTARA","kumulatif",4284
"2021-03-28","MALUKU UTARA","kumulatif",4304
"2021-04-07","MALUKU UTARA","kumulatif",4351
"2021-04-12","MALUKU UTARA","kumulatif",4357
"2021-04-15","MALUKU UTARA","kumulatif",4369
"2021-04-16","MALUKU UTARA","kumulatif",4371
"2021-04-17","MALUKU UTARA","kumulatif",4377
"2021-04-18","MALUKU UTARA","kumulatif",4381
"2021-04-19","MALUKU UTARA","kumulatif",4382
"2021-04-20","MALUKU UTARA","kumulatif",4387
"2021-04-21","MALUKU UTARA","kumulatif",4398
"2021-04-22","MALUKU UTARA","kumulatif",4399
"2021-04-23","MALUKU UTARA","kumulatif",4402
"2021-04-24","MALUKU UTARA","kumulatif",4408
"2021-04-25","MALUKU UTARA","kumulatif",4413
"2021-04-26","MALUKU UTARA","kumulatif",4413
"2021-04-27","MALUKU UTARA","kumulatif",4414
"2021-04-30","MALUKU UTARA","kumulatif",4417
"2021-05-01","MALUKU UTARA","kumulatif",4417
"2021-05-02","MALUKU UTARA","kumulatif",4417
"2021-05-04","MALUKU UTARA","kumulatif",4421
"2021-05-06","MALUKU UTARA","kumulatif",4430
"2021-05-08","MALUKU UTARA","kumulatif",4433
"2021-05-10","MALUKU UTARA","kumulatif",4434
"2021-05-13","MALUKU UTARA","kumulatif",4441
"2021-05-14","MALUKU UTARA","kumulatif",4441
"2021-05-16","MALUKU UTARA","kumulatif",4449
"2021-05-19","MALUKU UTARA","kumulatif",4455
"2021-05-25","MALUKU UTARA","kumulatif",4489
"2021-05-26","MALUKU UTARA","kumulatif",4491
"2021-05-29","MALUKU UTARA","kumulatif",4496
"2021-05-31","MALUKU UTARA","kumulatif",4518
"2021-06-02","MALUKU UTARA","kumulatif",4522
"2021-06-10","MALUKU UTARA","kumulatif",4584
"2021-06-12","MALUKU UTARA","kumulatif",4600
"2021-06-13","MALUKU UTARA","kumulatif",4613
"2021-03-24","NUSA TENGGARA BARAT","kumulatif",9361
"2021-03-28","NUSA TENGGARA BARAT","kumulatif",9460
"2021-04-07","NUSA TENGGARA BARAT","kumulatif",9731
"2021-04-12","NUSA TENGGARA BARAT","kumulatif",9867
"2021-04-15","NUSA TENGGARA BARAT","kumulatif",9923
"2021-04-16","NUSA TENGGARA BARAT","kumulatif",10009
"2021-04-17","NUSA TENGGARA BARAT","kumulatif",10042
"2021-04-18","NUSA TENGGARA BARAT","kumulatif",10042
"2021-04-19","NUSA TENGGARA BARAT","kumulatif",10094
"2021-04-20","NUSA TENGGARA BARAT","kumulatif",10112
"2021-04-21","NUSA TENGGARA BARAT","kumulatif",10154
"2021-04-22","NUSA TENGGARA BARAT","kumulatif",10170
"2021-04-23","NUSA TENGGARA BARAT","kumulatif",10171
"2021-04-24","NUSA TENGGARA BARAT","kumulatif",10171
"2021-04-25","NUSA TENGGARA BARAT","kumulatif",10174
"2021-04-26","NUSA TENGGARA BARAT","kumulatif",10232
"2021-04-27","NUSA TENGGARA BARAT","kumulatif",10291
"2021-04-30","NUSA TENGGARA BARAT","kumulatif",10441
"2021-05-01","NUSA TENGGARA BARAT","kumulatif",10459
"2021-05-02","NUSA TENGGARA BARAT","kumulatif",10488
"2021-05-04","NUSA TENGGARA BARAT","kumulatif",10647
"2021-05-06","NUSA TENGGARA BARAT","kumulatif",10692
"2021-05-08","NUSA TENGGARA BARAT","kumulatif",10743
"2021-05-10","NUSA TENGGARA BARAT","kumulatif",10774
"2021-05-13","NUSA TENGGARA BARAT","kumulatif",10815
"2021-05-14","NUSA TENGGARA BARAT","kumulatif",10827
"2021-05-16","NUSA TENGGARA BARAT","kumulatif",10850
"2021-05-19","NUSA TENGGARA BARAT","kumulatif",10966
"2021-05-25","NUSA TENGGARA BARAT","kumulatif",11114
"2021-05-26","NUSA TENGGARA BARAT","kumulatif",11136
"2021-05-29","NUSA TENGGARA BARAT","kumulatif",11642
"2021-05-31","NUSA TENGGARA BARAT","kumulatif",11955
"2021-06-02","NUSA TENGGARA BARAT","kumulatif",12161
"2021-06-10","NUSA TENGGARA BARAT","kumulatif",12571
"2021-06-12","NUSA TENGGARA BARAT","kumulatif",12611
"2021-06-13","NUSA TENGGARA BARAT","kumulatif",12621
"2021-03-24","NUSA TENGGARA TIMUR","kumulatif",12012
"2021-03-28","NUSA TENGGARA TIMUR","kumulatif",12181
"2021-04-07","NUSA TENGGARA TIMUR","kumulatif",12684
"2021-04-12","NUSA TENGGARA TIMUR","kumulatif",12842
"2021-04-15","NUSA TENGGARA TIMUR","kumulatif",13065
"2021-04-16","NUSA TENGGARA TIMUR","kumulatif",13196
"2021-04-17","NUSA TENGGARA TIMUR","kumulatif",13220
"2021-04-18","NUSA TENGGARA TIMUR","kumulatif",13224
"2021-04-19","NUSA TENGGARA TIMUR","kumulatif",13250
"2021-04-20","NUSA TENGGARA TIMUR","kumulatif",13498
"2021-04-21","NUSA TENGGARA TIMUR","kumulatif",13782
"2021-04-22","NUSA TENGGARA TIMUR","kumulatif",13907
"2021-04-23","NUSA TENGGARA TIMUR","kumulatif",13934
"2021-04-24","NUSA TENGGARA TIMUR","kumulatif",13987
"2021-04-25","NUSA TENGGARA TIMUR","kumulatif",14001
"2021-04-26","NUSA TENGGARA TIMUR","kumulatif",14072
"2021-04-27","NUSA TENGGARA TIMUR","kumulatif",14200
"2021-04-30","NUSA TENGGARA TIMUR","kumulatif",14353
"2021-05-01","NUSA TENGGARA TIMUR","kumulatif",14384
"2021-05-02","NUSA TENGGARA TIMUR","kumulatif",14636
"2021-05-04","NUSA TENGGARA TIMUR","kumulatif",14756
"2021-05-06","NUSA TENGGARA TIMUR","kumulatif",15084
"2021-05-08","NUSA TENGGARA TIMUR","kumulatif",15250
"2021-05-10","NUSA TENGGARA TIMUR","kumulatif",15362
"2021-05-13","NUSA TENGGARA TIMUR","kumulatif",15500
"2021-05-14","NUSA TENGGARA TIMUR","kumulatif",15577
"2021-05-16","NUSA TENGGARA TIMUR","kumulatif",15582
"2021-05-19","NUSA TENGGARA TIMUR","kumulatif",15695
"2021-05-25","NUSA TENGGARA TIMUR","kumulatif",15886
"2021-05-26","NUSA TENGGARA TIMUR","kumulatif",15907
"2021-05-29","NUSA TENGGARA TIMUR","kumulatif",16085
"2021-05-31","NUSA TENGGARA TIMUR","kumulatif",16260
"2021-06-02","NUSA TENGGARA TIMUR","kumulatif",16329
"2021-06-10","NUSA TENGGARA TIMUR","kumulatif",17044
"2021-06-12","NUSA TENGGARA TIMUR","kumulatif",17104
"2021-06-13","NUSA TENGGARA TIMUR","kumulatif",17164
"2021-03-24","PAPUA","kumulatif",19088
"2021-03-28","PAPUA","kumulatif",19429
"2021-04-07","PAPUA","kumulatif",19788
"2021-04-12","PAPUA","kumulatif",20052
"2021-04-15","PAPUA","kumulatif",20127
"2021-04-16","PAPUA","kumulatif",20171
"2021-04-17","PAPUA","kumulatif",20184
"2021-04-18","PAPUA","kumulatif",20190
"2021-04-19","PAPUA","kumulatif",20219
"2021-04-20","PAPUA","kumulatif",20234
"2021-04-21","PAPUA","kumulatif",20258
"2021-04-22","PAPUA","kumulatif",20271
"2021-04-23","PAPUA","kumulatif",20279
"2021-04-24","PAPUA","kumulatif",20284
"2021-04-25","PAPUA","kumulatif",20292
"2021-04-26","PAPUA","kumulatif",20294
"2021-04-27","PAPUA","kumulatif",20308
"2021-04-30","PAPUA","kumulatif",20365
"2021-05-01","PAPUA","kumulatif",20365
"2021-05-02","PAPUA","kumulatif",20365
"2021-05-04","PAPUA","kumulatif",20368
"2021-05-06","PAPUA","kumulatif",20408
"2021-05-08","PAPUA","kumulatif",20411
"2021-05-10","PAPUA","kumulatif",20428
"2021-05-13","PAPUA","kumulatif",20433
"2021-05-14","PAPUA","kumulatif",20433
"2021-05-16","PAPUA","kumulatif",20433
"2021-05-19","PAPUA","kumulatif",20433
"2021-05-25","PAPUA","kumulatif",20461
"2021-05-26","PAPUA","kumulatif",20461
"2021-05-29","PAPUA","kumulatif",20461
"2021-05-31","PAPUA","kumulatif",20461
"2021-06-02","PAPUA","kumulatif",20461
"2021-06-10","PAPUA","kumulatif",20543
"2021-06-12","PAPUA","kumulatif",20593
"2021-06-13","PAPUA","kumulatif",20601
"2021-03-24","PAPUA BARAT","kumulatif",8149
"2021-03-28","PAPUA BARAT","kumulatif",8264
"2021-04-07","PAPUA BARAT","kumulatif",8452
"2021-04-12","PAPUA BARAT","kumulatif",8543
"2021-04-15","PAPUA BARAT","kumulatif",8648
"2021-04-16","PAPUA BARAT","kumulatif",8676
"2021-04-17","PAPUA BARAT","kumulatif",8703
"2021-04-18","PAPUA BARAT","kumulatif",8720
"2021-04-19","PAPUA BARAT","kumulatif",8728
"2021-04-20","PAPUA BARAT","kumulatif",8741
"2021-04-21","PAPUA BARAT","kumulatif",8753
"2021-04-22","PAPUA BARAT","kumulatif",8783
"2021-04-23","PAPUA BARAT","kumulatif",8807
"2021-04-24","PAPUA BARAT","kumulatif",8827
"2021-04-25","PAPUA BARAT","kumulatif",8830
"2021-04-26","PAPUA BARAT","kumulatif",8841
"2021-04-27","PAPUA BARAT","kumulatif",8879
"2021-04-30","PAPUA BARAT","kumulatif",8942
"2021-05-01","PAPUA BARAT","kumulatif",8974
"2021-05-02","PAPUA BARAT","kumulatif",8986
"2021-05-04","PAPUA BARAT","kumulatif",9008
"2021-05-06","PAPUA BARAT","kumulatif",9041
"2021-05-08","PAPUA BARAT","kumulatif",9081
"2021-05-10","PAPUA BARAT","kumulatif",9095
"2021-05-13","PAPUA BARAT","kumulatif",9141
"2021-05-14","PAPUA BARAT","kumulatif",9144
"2021-05-16","PAPUA BARAT","kumulatif",9155
"2021-05-19","PAPUA BARAT","kumulatif",9182
"2021-05-25","PAPUA BARAT","kumulatif",9251
"2021-05-26","PAPUA BARAT","kumulatif",9265
"2021-05-29","PAPUA BARAT","kumulatif",9294
"2021-05-31","PAPUA BARAT","kumulatif",9316
"2021-06-02","PAPUA BARAT","kumulatif",9330
"2021-06-10","PAPUA BARAT","kumulatif",9422
"2021-06-12","PAPUA BARAT","kumulatif",9450
"2021-06-13","PAPUA BARAT","kumulatif",9464
"2021-03-24","RIAU","kumulatif",33865
"2021-03-28","RIAU","kumulatif",34391
"2021-04-07","RIAU","kumulatif",36008
"2021-04-12","RIAU","kumulatif",37141
"2021-04-15","RIAU","kumulatif",37998
"2021-04-16","RIAU","kumulatif",38233
"2021-04-17","RIAU","kumulatif",38553
"2021-04-18","RIAU","kumulatif",38883
"2021-04-19","RIAU","kumulatif",39110
"2021-04-20","RIAU","kumulatif",39520
"2021-04-21","RIAU","kumulatif",39980
"2021-04-22","RIAU","kumulatif",40399
"2021-04-23","RIAU","kumulatif",40876
"2021-04-24","RIAU","kumulatif",41297
"2021-04-25","RIAU","kumulatif",41701
"2021-04-26","RIAU","kumulatif",42315
"2021-04-27","RIAU","kumulatif",42698
"2021-04-30","RIAU","kumulatif",44277
"2021-05-01","RIAU","kumulatif",44654
"2021-05-02","RIAU","kumulatif",45237
"2021-05-04","RIAU","kumulatif",46061
"2021-05-06","RIAU","kumulatif",47151
"2021-05-08","RIAU","kumulatif",48432
"2021-05-10","RIAU","kumulatif",49437
"2021-05-13","RIAU","kumulatif",51060
"2021-05-14","RIAU","kumulatif",51172
"2021-05-16","RIAU","kumulatif",51673
"2021-05-19","RIAU","kumulatif",52696
"2021-05-25","RIAU","kumulatif",56167
"2021-05-26","RIAU","kumulatif",56906
"2021-05-29","RIAU","kumulatif",58871
"2021-05-31","RIAU","kumulatif",60070
"2021-06-02","RIAU","kumulatif",61137
"2021-06-10","RIAU","kumulatif",64643
"2021-06-12","RIAU","kumulatif",65418
"2021-06-13","RIAU","kumulatif",65740
"2021-03-24","SULAWESI BARAT","kumulatif",5358
"2021-03-28","SULAWESI BARAT","kumulatif",5363
"2021-04-07","SULAWESI BARAT","kumulatif",5375
"2021-04-12","SULAWESI BARAT","kumulatif",5390
"2021-04-15","SULAWESI BARAT","kumulatif",5398
"2021-04-16","SULAWESI BARAT","kumulatif",5402
"2021-04-17","SULAWESI BARAT","kumulatif",5403
"2021-04-18","SULAWESI BARAT","kumulatif",5404
"2021-04-19","SULAWESI BARAT","kumulatif",5408
"2021-04-20","SULAWESI BARAT","kumulatif",5414
"2021-04-21","SULAWESI BARAT","kumulatif",5424
"2021-04-22","SULAWESI BARAT","kumulatif",5431
"2021-04-23","SULAWESI BARAT","kumulatif",5433
"2021-04-24","SULAWESI BARAT","kumulatif",5436
"2021-04-25","SULAWESI BARAT","kumulatif",5442
"2021-04-26","SULAWESI BARAT","kumulatif",5442
"2021-04-27","SULAWESI BARAT","kumulatif",5443
"2021-04-30","SULAWESI BARAT","kumulatif",5447
"2021-05-01","SULAWESI BARAT","kumulatif",5450
"2021-05-02","SULAWESI BARAT","kumulatif",5472
"2021-05-04","SULAWESI BARAT","kumulatif",5474
"2021-05-06","SULAWESI BARAT","kumulatif",5475
"2021-05-08","SULAWESI BARAT","kumulatif",5476
"2021-05-10","SULAWESI BARAT","kumulatif",5481
"2021-05-13","SULAWESI BARAT","kumulatif",5486
